Date/Time,Electricity:Facility [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 04/10  07:20:00,63461.019304755464,63461.019304755464,,,,,,0.0,291137.31191314329,0.0 
 04/10  07:30:00,60393.94143239587,60393.94143239587,,,,,,0.0,291137.31191314329,0.0 
 04/10  07:40:00,57595.76935438177,57595.76935438177,,,,,,0.0,291137.31191314329,0.0 
 04/10  07:50:00,54721.92100687071,54721.92100687071,,,,,,0.0,291137.31191314329,0.0 
 04/10  08:00:00,51772.98481206191,51772.98481206191,354387.0111804694,354387.0111804694,0.0,1746823.8714788599,0.0,0.0,291137.31191314329,0.0 
 04/10  08:10:00,48124.23921037024,48124.23921037024,,,,,,0.0,70657.08186714922,0.0 
 04/10  08:20:00,44336.466036940314,44336.466036940314,,,,,,0.0,70657.08186714922,0.0 
 04/10  08:30:00,40412.66981863393,40412.66981863393,,,,,,0.0,70657.08186714922,0.0 
 04/10  08:40:00,35261.02605319401,35261.02605319401,,,,,,0.0,70657.08186714922,0.0 
 04/10  08:50:00,30230.468050638498,30230.468050638498,,,,,,0.0,70657.08186714922,0.0 
 04/10  09:00:00,27387.931090045353,27387.931090045353,225752.80025982235,225752.80025982235,0.0,423942.4912028953,0.0,0.0,70657.08186714922,0.0 
 04/10  09:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  09:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  09:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  09:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  09:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/10  10:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  10:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  10:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  10:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  10:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/10  11:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  11:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  11:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  11:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  11:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/10  12:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  12:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  12:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  12:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  12:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/10  13:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  13:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  13:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  13:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  13:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/10  14:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  14:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  14:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  14:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  14:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/10  15:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  15:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  15:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  15:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  15:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/10  16:10:00,0.0,0.0,,,,,,93325.2467413626,0.0,0.0 
 04/10  16:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/10  16:30:00,0.0,0.0,,,,,,14583.693785935167,0.0,0.0 
 04/10  16:40:00,0.0,0.0,,,,,,47015.08993032773,0.0,0.0 
 04/10  16:50:00,0.0,0.0,,,,,,23272.439044470437,0.0,0.0 
 04/10  17:00:00,0.0,0.0,0.0,0.0,204528.43290538598,0.0,0.0,26331.963403290054,0.0,0.0 
 04/10  17:10:00,12090.749999999998,12090.749999999998,,,,,,23580.85135474046,141314.16373429844,0.0 
 04/10  17:20:00,12090.749999999998,12090.749999999998,,,,,,20538.269056757228,141314.16373429844,0.0 
 04/10  17:30:00,12090.749999999998,12090.749999999998,,,,,,17361.636499684253,141314.16373429844,0.0 
 04/10  17:40:00,12090.749999999998,12090.749999999998,,,,,,14177.560904056058,141314.16373429844,0.0 
 04/10  17:50:00,12090.749999999998,12090.749999999998,,,,,,10951.802418754767,141314.16373429844,0.0 
 04/10  18:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,94269.25040689727,847884.9824057906,0.0,7659.130172904495,141314.16373429844,0.0 
 04/10  18:10:00,102153.15000000001,102153.15000000001,,,,,,60534.05834205507,282628.32746859689,0.0 
 04/10  18:20:00,102153.15000000001,102153.15000000001,,,,,,57103.71811376201,282628.32746859689,0.0 
 04/10  18:30:00,102153.15000000001,102153.15000000001,,,,,,53187.26814978665,282628.32746859689,0.0 
 04/10  18:40:00,102153.15000000001,102153.15000000001,,,,,,49186.36380871325,282628.32746859689,0.0 
 04/10  18:50:00,102153.15000000001,102153.15000000001,,,,,,45220.415066284026,282628.32746859689,0.0 
 04/10  19:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,306537.1636212408,1695769.9648115813,0.0,41305.340140639804,282628.32746859689,0.0 
 04/10  19:10:00,102153.15000000001,102153.15000000001,,,,,,38755.97866265702,282628.32746859689,0.0 
 04/10  19:20:00,102153.15000000001,102153.15000000001,,,,,,35774.34631152899,282628.32746859689,0.0 
 04/10  19:30:00,102153.15000000001,102153.15000000001,,,,,,32773.022182411434,282628.32746859689,0.0 
 04/10  19:40:00,102153.15000000001,102153.15000000001,,,,,,29702.092575562136,282628.32746859689,0.0 
 04/10  19:50:00,102153.15000000001,102153.15000000001,,,,,,26551.0827322741,282628.32746859689,0.0 
 04/10  20:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,186929.75313459396,1695769.9648115813,0.0,23373.230670160276,282628.32746859689,0.0 
 04/10  20:10:00,102153.15000000001,102153.15000000001,,,,,,22746.922458051147,84788.49824057908,0.0 
 04/10  20:20:00,102153.15000000001,102153.15000000001,,,,,,22173.348622892052,84788.49824057908,0.0 
 04/10  20:30:00,102153.15000000001,102153.15000000001,,,,,,21558.192892557377,84788.49824057908,0.0 
 04/10  20:40:00,102153.15000000001,102153.15000000001,,,,,,20949.448959287663,84788.49824057908,0.0 
 04/10  20:50:00,102153.15000000001,102153.15000000001,,,,,,20339.222696149973,84788.49824057908,0.0 
 04/10  21:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,127480.13172307976,508730.9894434745,0.0,19712.99609414155,84788.49824057908,0.0 
 04/10  21:10:00,90062.40000000001,90062.40000000001,,,,,,17767.96725456273,8508.984444546384,0.0 
 04/10  21:20:00,90062.40000000001,90062.40000000001,,,,,,15717.15950974299,8508.984444546384,0.0 
 04/10  21:30:00,90062.40000000001,90062.40000000001,,,,,,13564.47208448304,8508.984444546384,0.0 
 04/10  21:40:00,90062.40000000001,90062.40000000001,,,,,,11336.160835850307,8508.984444546384,0.0 
 04/10  21:50:00,90062.40000000001,90062.40000000001,,,,,,9074.769857810665,8508.984444546384,0.0 
 04/10  22:00:00,90062.40000000001,90062.40000000001,540374.4,540374.4,74277.7632879694,51053.9066672783,0.0,6817.233745519659,8508.984444546384,0.0 
 04/10  22:10:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 04/10  22:20:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 04/10  22:30:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 04/10  22:40:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 04/10  22:50:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 04/10  23:00:00,0.0,0.0,0.0,0.0,0.0,153161.72000183495,0.0,0.0,25526.953333639154,0.0 
 04/10  23:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/10  23:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/10  23:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/10  23:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/10  23:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/10  24:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 04/11  00:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  00:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  00:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  00:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  00:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  01:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 04/11  01:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  01:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  01:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  01:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  01:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  02:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 04/11  02:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  02:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  02:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  02:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  02:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  03:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 04/11  03:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  03:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  03:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  03:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  03:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  04:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 04/11  04:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  04:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  04:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  04:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  04:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  05:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 04/11  05:10:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 04/11  05:20:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 04/11  05:30:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 04/11  05:40:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 04/11  05:50:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 04/11  06:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,0.0,628158.1178720085,0.0,0.0,104693.01964533475,0.0 
 04/11  06:10:00,81097.29436660967,81097.29436660967,,,,,,0.0,299646.29635768968,0.0 
 04/11  06:20:00,77533.9916309629,77533.9916309629,,,,,,0.0,299646.29635768968,0.0 
 04/11  06:30:00,73895.95702423614,73895.95702423614,,,,,,0.0,299646.29635768968,0.0 
 04/11  06:40:00,73696.11550169233,73696.11550169233,,,,,,0.0,299646.29635768968,0.0 
 04/11  06:50:00,73559.46717925773,73559.46717925773,,,,,,0.0,299646.29635768968,0.0 
 04/11  07:00:00,73475.0708275913,73475.0708275913,453257.8965303501,453257.8965303501,0.0,1797877.778146138,0.0,0.0,299646.29635768968,0.0 
 04/11  07:10:00,73941.27605892638,73941.27605892638,,,,,,0.0,291137.31191314329,0.0 
 04/11  07:20:00,74775.21713132455,74775.21713132455,,,,,,0.0,291137.31191314329,0.0 
 04/11  07:30:00,76106.85702855636,76106.85702855636,,,,,,0.0,291137.31191314329,0.0 
 04/11  07:40:00,69134.9427155393,69134.9427155393,,,,,,0.0,291137.31191314329,0.0 
 04/11  07:50:00,65619.32443127495,65619.32443127495,,,,,,0.0,291137.31191314329,0.0 
 04/11  08:00:00,61255.33283124217,61255.33283124217,420832.95019686376,420832.95019686376,0.0,1746823.8714788599,0.0,0.0,291137.31191314329,0.0 
 04/11  08:10:00,57181.15590073014,57181.15590073014,,,,,,0.0,70657.08186714922,0.0 
 04/11  08:20:00,52756.898513712076,52756.898513712076,,,,,,0.0,70657.08186714922,0.0 
 04/11  08:30:00,46154.73426406931,46154.73426406931,,,,,,0.0,70657.08186714922,0.0 
 04/11  08:40:00,45361.450581850004,45361.450581850004,,,,,,0.0,70657.08186714922,0.0 
 04/11  08:50:00,44421.223108235645,44421.223108235645,,,,,,0.0,70657.08186714922,0.0 
 04/11  09:00:00,43323.88059059165,43323.88059059165,289199.3429591888,289199.3429591888,0.0,423942.4912028953,0.0,0.0,70657.08186714922,0.0 
 04/11  09:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  09:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  09:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  09:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  09:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/11  10:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  10:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  10:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  10:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  10:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/11  11:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  11:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  11:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  11:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  11:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/11  12:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  12:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  12:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  12:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  12:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/11  13:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  13:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  13:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  13:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  13:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/11  14:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  14:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  14:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  14:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  14:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/11  15:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  15:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  15:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  15:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  15:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/11  16:10:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  16:20:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  16:30:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  16:40:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  16:50:00,0.0,0.0,,,,,,0.0,0.0,0.0 
 04/11  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/11  17:10:00,12090.749999999998,12090.749999999998,,,,,,0.0,141314.16373429844,0.0 
 04/11  17:20:00,12090.749999999998,12090.749999999998,,,,,,0.0,141314.16373429844,0.0 
 04/11  17:30:00,12090.749999999998,12090.749999999998,,,,,,0.0,141314.16373429844,0.0 
 04/11  17:40:00,12090.749999999998,12090.749999999998,,,,,,0.0,141314.16373429844,0.0 
 04/11  17:50:00,12090.749999999998,12090.749999999998,,,,,,0.0,141314.16373429844,0.0 
 04/11  18:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,0.0,847884.9824057906,0.0,0.0,141314.16373429844,0.0 
 04/11  18:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 04/11  18:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 04/11  18:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 04/11  18:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 04/11  18:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 04/11  19:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,1695769.9648115813,0.0,0.0,282628.32746859689,0.0 
 04/11  19:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 04/11  19:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 04/11  19:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 04/11  19:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 04/11  19:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,282628.32746859689,0.0 
 04/11  20:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,1695769.9648115813,0.0,0.0,282628.32746859689,0.0 
 04/11  20:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,84788.49824057908,0.0 
 04/11  20:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,84788.49824057908,0.0 
 04/11  20:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,84788.49824057908,0.0 
 04/11  20:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,84788.49824057908,0.0 
 04/11  20:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,84788.49824057908,0.0 
 04/11  21:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,508730.9894434745,0.0,0.0,84788.49824057908,0.0 
 04/11  21:10:00,90062.40000000001,90062.40000000001,,,,,,0.0,8508.984444546384,0.0 
 04/11  21:20:00,90062.40000000001,90062.40000000001,,,,,,0.0,8508.984444546384,0.0 
 04/11  21:30:00,90062.40000000001,90062.40000000001,,,,,,0.0,8508.984444546384,0.0 
 04/11  21:40:00,90062.40000000001,90062.40000000001,,,,,,0.0,8508.984444546384,0.0 
 04/11  21:50:00,90062.40000000001,90062.40000000001,,,,,,0.0,8508.984444546384,0.0 
 04/11  22:00:00,90062.40000000001,90062.40000000001,540374.4,540374.4,0.0,51053.9066672783,0.0,0.0,8508.984444546384,0.0 
 04/11  22:10:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 04/11  22:20:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 04/11  22:30:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 04/11  22:40:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 04/11  22:50:00,0.0,0.0,,,,,,0.0,25526.953333639154,0.0 
 04/11  23:00:00,0.0,0.0,0.0,0.0,0.0,153161.72000183495,0.0,0.0,25526.953333639154,0.0 
 04/11  23:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  23:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  23:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  23:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  23:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/11  24:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 04/12  00:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  00:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  00:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  00:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  00:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  01:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 04/12  01:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  01:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  01:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  01:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  01:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  02:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 04/12  02:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  02:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  02:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  02:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  02:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  03:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 04/12  03:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  03:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  03:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  03:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  03:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  04:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 04/12  04:10:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  04:20:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  04:30:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  04:40:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  04:50:00,0.0,0.0,,,,,,0.0,34035.93777818554,0.0 
 04/12  05:00:00,0.0,0.0,0.0,0.0,0.0,204215.6266691132,0.0,0.0,34035.93777818554,0.0 
 04/12  05:10:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 04/12  05:20:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 04/12  05:30:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 04/12  05:40:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 04/12  05:50:00,12090.749999999998,12090.749999999998,,,,,,0.0,104693.01964533475,0.0 
 04/12  06:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,0.0,628158.1178720085,0.0,0.0,104693.01964533475,0.0 
 04/12  06:10:00,83897.3061425575,83897.3061425575,,,,,,0.0,299646.29635768968,0.0 
 04/12  06:20:00,81435.2226863814,81435.2226863814,,,,,,0.0,299646.29635768968,0.0 
 04/12  06:30:00,79282.5054654323,79282.5054654323,,,,,,0.0,299646.29635768968,0.0 
 04/12  06:40:00,77548.35818731548,77548.35818731548,,,,,,0.0,299646.29635768968,0.0 
 04/12  06:50:00,75922.54913149156,75922.54913149156,,,,,,0.0,299646.29635768968,0.0 
 04/12  07:00:00,74356.32885718088,74356.32885718088,472442.27047035915,472442.27047035915,0.0,1797877.778146138,0.0,0.0,299646.29635768968,0.0 
 04/12  07:10:00,72629.5688200753,72629.5688200753,,,,,,0.0,291137.31191314329,0.0 
 04/12  07:20:00,70926.57977263886,70926.57977263886,,,,,,0.0,291137.31191314329,0.0 
 04/12  07:30:00,69240.00457610309,69240.00457610309,,,,,,0.0,291137.31191314329,0.0 
 04/12  07:40:00,66804.2788978135,66804.2788978135,,,,,,0.0,291137.31191314329,0.0 
 04/12  07:50:00,65308.330231331354,65308.330231331354,,,,,,0.0,291137.31191314329,0.0 
 04/12  08:00:00,63839.09060459096,63839.09060459096,408747.85290255307,408747.85290255307,0.0,1746823.8714788599,0.0,0.0,291137.31191314329,0.0 
 04/12  08:10:00,61477.45649836135,61477.45649836135,,,,,,0.0,70657.08186714922,0.0 
 04/12  08:20:00,58852.09431956444,58852.09431956444,,,,,,0.0,70657.08186714922,0.0 
