Date/Time,Electricity:Facility [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Carbon Equivalent:Facility [kg](Hourly),DistrictCooling:Facility [J](TimeStep),DistrictHeating:Facility [J](TimeStep),Carbon Equivalent:Facility [kg](TimeStep) 
 01/03  01:10:00,0.0,0.0,,,,,,0.0,133886.4441228766,0.0 
 01/03  01:20:00,0.0,0.0,,,,,,0.0,135408.638843346,0.0 
 01/03  01:30:00,0.0,0.0,,,,,,0.0,136873.4783713715,0.0 
 01/03  01:40:00,0.0,0.0,,,,,,0.0,138274.64726939854,0.0 
 01/03  01:50:00,0.0,0.0,,,,,,0.0,139627.02062812283,0.0 
 01/03  02:00:00,0.0,0.0,0.0,0.0,0.0,825010.42089837,0.0,0.0,140940.19166325459,0.0 
 01/03  02:10:00,0.0,0.0,,,,,,0.0,141778.79275044765,0.0 
 01/03  02:20:00,0.0,0.0,,,,,,0.0,142595.89483788069,0.0 
 01/03  02:30:00,0.0,0.0,,,,,,0.0,143396.8977580827,0.0 
 01/03  02:40:00,0.0,0.0,,,,,,0.0,144188.44868851486,0.0 
 01/03  02:50:00,0.0,0.0,,,,,,0.0,144976.4873592586,0.0 
 01/03  03:00:00,0.0,0.0,0.0,0.0,0.0,862701.9428251422,0.0,0.0,145765.42143095775,0.0 
 01/03  03:10:00,0.0,0.0,,,,,,0.0,146096.75473448169,0.0 
 01/03  03:20:00,0.0,0.0,,,,,,0.0,146433.98540035074,0.0 
 01/03  03:30:00,0.0,0.0,,,,,,0.0,146777.94597503966,0.0 
 01/03  03:40:00,0.0,0.0,,,,,,0.0,147127.28863214988,0.0 
 01/03  03:50:00,0.0,0.0,,,,,,0.0,147479.59889853587,0.0 
 01/03  04:00:00,0.0,0.0,0.0,0.0,0.0,881749.792123738,0.0,0.0,147834.21848318034,0.0 
 01/03  04:10:00,0.0,0.0,,,,,,0.0,146859.2495203132,0.0 
 01/03  04:20:00,0.0,0.0,,,,,,0.0,145885.88448986514,0.0 
 01/03  04:30:00,0.0,0.0,,,,,,0.0,144911.5533388955,0.0 
 01/03  04:40:00,0.0,0.0,,,,,,0.0,143941.2325273922,0.0 
 01/03  04:50:00,0.0,0.0,,,,,,0.0,142963.34952444447,0.0 
 01/03  05:00:00,0.0,0.0,0.0,0.0,0.0,866545.7410433788,0.0,0.0,141984.4716424684,0.0 
 01/03  05:10:00,0.0,0.0,,,,,,0.0,140546.54616334319,0.0 
 01/03  05:20:00,0.0,0.0,,,,,,0.0,139105.19408634248,0.0 
 01/03  05:30:00,0.0,0.0,,,,,,0.0,137652.8714042513,0.0 
 01/03  05:40:00,0.0,0.0,,,,,,0.0,136181.66040843648,0.0 
 01/03  05:50:00,0.0,0.0,,,,,,0.0,134681.1042321466,0.0 
 01/03  06:00:00,0.0,0.0,0.0,0.0,0.0,821309.9275727382,0.0,0.0,133142.55127821817,0.0 
 01/03  06:10:00,12090.749999999998,12090.749999999998,,,,,,0.0,204881.64781047236,0.0 
 01/03  06:20:00,12090.749999999998,12090.749999999998,,,,,,0.0,205909.6525911562,0.0 
 01/03  06:30:00,12090.749999999998,12090.749999999998,,,,,,0.0,206890.28046395689,0.0 
 01/03  06:40:00,12090.749999999998,12090.749999999998,,,,,,0.0,207830.52570888587,0.0 
 01/03  06:50:00,12090.749999999998,12090.749999999998,,,,,,0.0,208741.63123320964,0.0 
 01/03  07:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,0.0,1243886.7819484126,0.0,0.0,209633.04414073166,0.0 
 01/03  07:10:00,119751.15,119751.15,,,,,,0.0,348916.7705731261,0.0 
 01/03  07:20:00,119751.15,119751.15,,,,,,0.0,345501.7410451381,0.0 
 01/03  07:30:00,119751.15,119751.15,,,,,,0.0,342592.24372888976,0.0 
 01/03  07:40:00,119751.15,119751.15,,,,,,0.0,339826.63540018527,0.0 
 01/03  07:50:00,118952.82740203952,118952.82740203952,,,,,,0.0,337264.27620838579,0.0 
 01/03  08:00:00,118991.4989434287,118991.4989434287,716948.9263454683,716948.9263454683,0.0,2048746.313257413,0.0,0.0,334644.64630168789,0.0 
 01/03  08:10:00,119216.16346509083,119216.16346509083,,,,,,0.0,322657.105802741,0.0 
 01/03  08:20:00,119465.97032225903,119465.97032225903,,,,,,0.0,319223.6290837288,0.0 
 01/03  08:30:00,119751.15,119751.15,,,,,,0.0,315822.2230776212,0.0 
 01/03  08:40:00,119751.15,119751.15,,,,,,0.0,312509.3121827286,0.0 
 01/03  08:50:00,119751.15,119751.15,,,,,,0.0,309220.6996660962,0.0 
 01/03  09:00:00,119751.15,119751.15,717686.7337873499,717686.7337873499,0.0,1885401.8906666488,0.0,0.0,305968.92085373317,0.0 
 01/03  09:10:00,119751.15,119751.15,,,,,,0.0,83538.55194157419,0.0 
 01/03  09:20:00,119751.15,119751.15,,,,,,0.0,81608.17509519938,0.0 
 01/03  09:30:00,119751.15,119751.15,,,,,,0.0,79685.35512168655,0.0 
 01/03  09:40:00,119443.93394977668,119443.93394977668,,,,,,0.0,77809.90896532535,0.0 
 01/03  09:50:00,119157.43223112184,119157.43223112184,,,,,,0.0,75915.84801671782,0.0 
 01/03  10:00:00,118877.13518014935,118877.13518014935,716731.9513610478,716731.9513610478,0.0,472557.80163396589,0.0,0.0,73999.96249346259,0.0 
 01/03  10:10:00,0.0,0.0,,,,,,0.0,54871.40777663587,0.0 
 01/03  10:20:00,0.0,0.0,,,,,,0.0,54407.21169249794,0.0 
 01/03  10:30:00,0.0,0.0,,,,,,0.0,53936.45080832987,0.0 
 01/03  10:40:00,0.0,0.0,,,,,,0.0,52895.818326054476,0.0 
 01/03  10:50:00,0.0,0.0,,,,,,0.0,51794.51714694869,0.0 
 01/03  11:00:00,0.0,0.0,0.0,0.0,0.0,318557.70760914569,0.0,0.0,50652.30185867883,0.0 
 01/03  11:10:00,0.0,0.0,,,,,,0.0,49056.81750905472,0.0 
 01/03  11:20:00,0.0,0.0,,,,,,0.0,47447.93174696063,0.0 
 01/03  11:30:00,0.0,0.0,,,,,,0.0,45833.52080616016,0.0 
 01/03  11:40:00,0.0,0.0,,,,,,0.0,43654.74314351702,0.0 
 01/03  11:50:00,0.0,0.0,,,,,,0.0,42004.27899590467,0.0 
 01/03  12:00:00,0.0,0.0,0.0,0.0,0.0,268349.26175131878,0.0,0.0,40351.969549721536,0.0 
 01/03  12:10:00,0.0,0.0,,,,,,0.0,39538.41310847476,0.0 
 01/03  12:20:00,0.0,0.0,,,,,,0.0,38726.77000034385,0.0 
 01/03  12:30:00,0.0,0.0,,,,,,0.0,37915.41380679668,0.0 
 01/03  12:40:00,0.0,0.0,,,,,,0.0,37088.135491396606,0.0 
 01/03  12:50:00,0.0,0.0,,,,,,0.0,36248.68394259584,0.0 
 01/03  13:00:00,0.0,0.0,0.0,0.0,0.0,224909.4030634229,0.0,0.0,35391.98671381517,0.0 
 01/03  13:10:00,0.0,0.0,,,,,,0.0,34519.52977865238,0.0 
 01/03  13:20:00,0.0,0.0,,,,,,0.0,33625.377128215354,0.0 
 01/03  13:30:00,0.0,0.0,,,,,,0.0,33481.291336575254,0.0 
 01/03  13:40:00,0.0,0.0,,,,,,0.0,32635.50930712276,0.0 
 01/03  13:50:00,0.0,0.0,,,,,,0.0,31820.886598668298,0.0 
 01/03  14:00:00,0.0,0.0,0.0,0.0,0.0,197128.6278993558,0.0,0.0,31046.03375012177,0.0 
 01/03  14:10:00,0.0,0.0,,,,,,0.0,30287.263208310145,0.0 
 01/03  14:20:00,0.0,0.0,,,,,,0.0,29537.6030931049,0.0 
 01/03  14:30:00,0.0,0.0,,,,,,0.0,28791.12988587195,0.0 
 01/03  14:40:00,0.0,0.0,,,,,,0.0,27234.2543186053,0.0 
 01/03  14:50:00,0.0,0.0,,,,,,0.0,26462.038525554508,0.0 
 01/03  15:00:00,0.0,0.0,0.0,0.0,0.0,167985.15138700853,0.0,0.0,25672.86235556172,0.0 
 01/03  15:10:00,0.0,0.0,,,,,,0.0,26535.247147483726,0.0 
 01/03  15:20:00,0.0,0.0,,,,,,0.0,27408.22528256262,0.0 
 01/03  15:30:00,0.0,0.0,,,,,,0.0,28255.606126097944,0.0 
 01/03  15:40:00,0.0,0.0,,,,,,0.0,29098.915838584133,0.0 
 01/03  15:50:00,0.0,0.0,,,,,,0.0,29943.866215192018,0.0 
 01/03  16:00:00,0.0,0.0,0.0,0.0,0.0,172033.40236599159,0.0,0.0,30791.54175607116,0.0 
 01/03  16:10:00,0.0,0.0,,,,,,0.0,32494.97474553976,0.0 
 01/03  16:20:00,0.0,0.0,,,,,,0.0,34205.06359761644,0.0 
 01/03  16:30:00,0.0,0.0,,,,,,0.0,35925.20134778678,0.0 
 01/03  16:40:00,0.0,0.0,,,,,,0.0,37618.8060723461,0.0 
 01/03  16:50:00,0.0,0.0,,,,,,0.0,39364.58596926583,0.0 
 01/03  17:00:00,0.0,0.0,0.0,0.0,0.0,220735.52709137513,0.0,0.0,41126.89535882018,0.0 
 01/03  17:10:00,0.0,0.0,,,,,,0.0,43772.89912991882,0.0 
 01/03  17:20:00,0.0,0.0,,,,,,0.0,46442.475119122006,0.0 
 01/03  17:30:00,0.0,0.0,,,,,,0.0,49137.84600741238,0.0 
 01/03  17:40:00,0.0,0.0,,,,,,0.0,51863.28269850766,0.0 
 01/03  17:50:00,0.0,0.0,,,,,,0.0,54622.04815865014,0.0 
 01/03  18:00:00,0.0,0.0,0.0,0.0,0.0,303255.585334287,0.0,0.0,57417.034220676,0.0 
 01/03  18:10:00,12090.749999999998,12090.749999999998,,,,,,0.0,202423.41887521425,0.0 
 01/03  18:20:00,12090.749999999998,12090.749999999998,,,,,,0.0,206156.83438697819,0.0 
 01/03  18:30:00,12090.749999999998,12090.749999999998,,,,,,0.0,209926.33169560456,0.0 
 01/03  18:40:00,12090.749999999998,12090.749999999998,,,,,,0.0,213728.84848791644,0.0 
 01/03  18:50:00,12090.749999999998,12090.749999999998,,,,,,0.0,217560.8627629187,0.0 
 01/03  19:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,0.0,1271218.9822859325,0.0,0.0,221422.68607730024,0.0 
 01/03  19:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,324350.1268565615,0.0 
 01/03  19:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,324214.322380341,0.0 
 01/03  19:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,324526.5482991045,0.0 
 01/03  19:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,324976.4259290279,0.0 
 01/03  19:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,325504.2705334509,0.0 
 01/03  20:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,1949675.9467706986,0.0,0.0,326104.25277221269,0.0 
 01/03  20:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,328503.87160069707,0.0 
 01/03  20:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,330962.6350812085,0.0 
 01/03  20:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,333471.29377506187,0.0 
 01/03  20:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,336030.17199042389,0.0 
 01/03  20:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,338631.70165734607,0.0 
 01/03  21:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,2008875.9924405753,0.0,0.0,341276.31833583806,0.0 
 01/03  21:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,144775.20160772763,0.0 
 01/03  21:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,146151.95694707658,0.0 
 01/03  21:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,147556.28038229675,0.0 
 01/03  21:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,148983.52053577288,0.0 
 01/03  21:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,150423.72333459368,0.0 
 01/03  22:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,889761.5991805242,0.0,0.0,151870.9163730567,0.0 
 01/03  22:10:00,90062.40000000001,90062.40000000001,,,,,,0.0,75690.00602322076,0.0 
 01/03  22:20:00,90062.40000000001,90062.40000000001,,,,,,0.0,75784.26727847186,0.0 
 01/03  22:30:00,90062.40000000001,90062.40000000001,,,,,,0.0,75873.16893570493,0.0 
 01/03  22:40:00,90062.40000000001,90062.40000000001,,,,,,0.0,75960.2269448974,0.0 
 01/03  22:50:00,90062.40000000001,90062.40000000001,,,,,,0.0,76046.44301679253,0.0 
 01/03  23:00:00,90062.40000000001,90062.40000000001,540374.4,540374.4,0.0,455486.4696354155,0.0,0.0,76132.357436328,0.0 
 01/03  23:10:00,0.0,0.0,,,,,,0.0,135959.5677409281,0.0 
 01/03  23:20:00,0.0,0.0,,,,,,0.0,140635.24825184517,0.0 
 01/03  23:30:00,0.0,0.0,,,,,,0.0,144876.0433479618,0.0 
 01/03  23:40:00,0.0,0.0,,,,,,0.0,149009.16238074055,0.0 
 01/03  23:50:00,0.0,0.0,,,,,,0.0,153095.524192808,0.0 
 01/03  24:00:00,0.0,0.0,0.0,0.0,0.0,880708.5781483293,0.0,0.0,157133.03223404566,0.0 
 01/04  00:10:00,0.0,0.0,,,,,,0.0,165266.34157979027,0.0 
 01/04  00:20:00,0.0,0.0,,,,,,0.0,164860.76801731753,0.0 
 01/04  00:30:00,0.0,0.0,,,,,,0.0,164423.73120020305,0.0 
 01/04  00:40:00,0.0,0.0,,,,,,0.0,163954.05593826783,0.0 
 01/04  00:50:00,0.0,0.0,,,,,,0.0,163451.38564027303,0.0 
 01/04  01:00:00,0.0,0.0,0.0,0.0,0.0,984886.935204336,0.0,0.0,162930.65282848438,0.0 
 01/04  01:10:00,0.0,0.0,,,,,,0.0,165886.52177029398,0.0 
 01/04  01:20:00,0.0,0.0,,,,,,0.0,168841.34240964629,0.0 
 01/04  01:30:00,0.0,0.0,,,,,,0.0,171766.01898795813,0.0 
 01/04  01:40:00,0.0,0.0,,,,,,0.0,174684.88910399506,0.0 
 01/04  01:50:00,0.0,0.0,,,,,,0.0,177599.4197524171,0.0 
 01/04  02:00:00,0.0,0.0,0.0,0.0,0.0,1039291.2190701946,0.0,0.0,180513.02704588409,0.0 
 01/04  02:10:00,0.0,0.0,,,,,,0.0,182036.04470774428,0.0 
 01/04  02:20:00,0.0,0.0,,,,,,0.0,183561.25422726907,0.0 
 01/04  02:30:00,0.0,0.0,,,,,,0.0,185086.39609331697,0.0 
 01/04  02:40:00,0.0,0.0,,,,,,0.0,186609.8337395866,0.0 
 01/04  02:50:00,0.0,0.0,,,,,,0.0,188128.92837193269,0.0 
 01/04  03:00:00,0.0,0.0,0.0,0.0,0.0,1115064.1131527909,0.0,0.0,189641.6560129412,0.0 
 01/04  03:10:00,0.0,0.0,,,,,,0.0,192068.63299175938,0.0 
 01/04  03:20:00,0.0,0.0,,,,,,0.0,194484.52442830348,0.0 
 01/04  03:30:00,0.0,0.0,,,,,,0.0,196892.33378616585,0.0 
 01/04  03:40:00,0.0,0.0,,,,,,0.0,199292.21881915624,0.0 
 01/04  03:50:00,0.0,0.0,,,,,,0.0,201684.22039031826,0.0 
 01/04  04:00:00,0.0,0.0,0.0,0.0,0.0,1188490.8118142528,0.0,0.0,204068.8813985497,0.0 
 01/04  04:10:00,0.0,0.0,,,,,,0.0,203660.55895024169,0.0 
 01/04  04:20:00,0.0,0.0,,,,,,0.0,203249.44640767724,0.0 
 01/04  04:30:00,0.0,0.0,,,,,,0.0,202829.1345518166,0.0 
 01/04  04:40:00,0.0,0.0,,,,,,0.0,202399.76520938095,0.0 
 01/04  04:50:00,0.0,0.0,,,,,,0.0,201961.20504893244,0.0 
 01/04  05:00:00,0.0,0.0,0.0,0.0,0.0,1215613.5179844236,0.0,0.0,201513.40781637468,0.0 
 01/04  05:10:00,0.0,0.0,,,,,,0.0,201056.242663248,0.0 
 01/04  05:20:00,0.0,0.0,,,,,,0.0,200590.5393143014,0.0 
 01/04  05:30:00,0.0,0.0,,,,,,0.0,200117.01447531655,0.0 
 01/04  05:40:00,0.0,0.0,,,,,,0.0,199636.72051409089,0.0 
 01/04  05:50:00,0.0,0.0,,,,,,0.0,199150.83933102509,0.0 
 01/04  06:00:00,0.0,0.0,0.0,0.0,0.0,1199211.7428198972,0.0,0.0,198660.3865219152,0.0 
 01/04  06:10:00,12090.749999999998,12090.749999999998,,,,,,0.0,268819.85098768366,0.0 
 01/04  06:20:00,12090.749999999998,12090.749999999998,,,,,,0.0,268317.7076380739,0.0 
 01/04  06:30:00,12090.749999999998,12090.749999999998,,,,,,0.0,267807.24351458597,0.0 
 01/04  06:40:00,12090.749999999998,12090.749999999998,,,,,,0.0,267285.57074138967,0.0 
 01/04  06:50:00,12090.749999999998,12090.749999999998,,,,,,0.0,266751.78814883067,0.0 
 01/04  07:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,0.0,1605191.6436811807,0.0,0.0,266209.482650617,0.0 
 01/04  07:10:00,119751.15,119751.15,,,,,,0.0,403333.09492065125,0.0 
 01/04  07:20:00,119751.15,119751.15,,,,,,0.0,397794.9862923555,0.0 
 01/04  07:30:00,119751.15,119751.15,,,,,,0.0,392816.0204868149,0.0 
 01/04  07:40:00,119751.15,119751.15,,,,,,0.0,387994.3839558831,0.0 
 01/04  07:50:00,94012.60802459749,94012.60802459749,,,,,,0.0,382614.132975207,0.0 
 01/04  08:00:00,82733.83586549641,82733.83586549641,655751.0438900939,655751.0438900939,0.0,2344249.1441442209,0.0,0.0,379696.52551330896,0.0 
 01/04  08:10:00,75596.51120792548,75596.51120792548,,,,,,0.0,368075.9024521867,0.0 
 01/04  08:20:00,67195.84826555402,67195.84826555402,,,,,,0.0,365649.13691046219,0.0 
 01/04  08:30:00,57048.38460304777,57048.38460304777,,,,,,0.0,363917.0771105281,0.0 
 01/04  08:40:00,43229.708664799924,43229.708664799924,,,,,,0.0,364931.4903589699,0.0 
 01/04  08:50:00,34934.1862561087,34934.1862561087,,,,,,0.0,363316.6006781177,0.0 
 01/04  09:00:00,27424.958877714416,27424.958877714416,305429.5978751503,305429.5978751503,0.0,2188236.9174694719,0.0,0.0,362346.70995920718,0.0 
 01/04  09:10:00,29120.287971825368,29120.287971825368,,,,,,0.0,136555.2732482808,0.0 
 01/04  09:20:00,31122.959463989275,31122.959463989275,,,,,,0.0,131294.0746320901,0.0 
 01/04  09:30:00,39463.302688431075,39463.302688431075,,,,,,0.0,123652.40800970918,0.0 
 01/04  09:40:00,27476.823900457486,27476.823900457486,,,,,,0.0,122278.09627964797,0.0 
 01/04  09:50:00,22856.79,22856.79,,,,,,0.0,117452.14454682474,0.0 
 01/04  10:00:00,22856.79,22856.79,172896.9540247032,172896.9540247032,0.0,741919.7383765134,0.0,0.0,110687.74165996042,0.0 
 01/04  10:10:00,0.0,0.0,,,,,,0.0,54983.662354457636,0.0 
 01/04  10:20:00,0.0,0.0,,,,,,0.0,48907.13901338041,0.0 
 01/04  10:30:00,0.0,0.0,,,,,,0.0,42555.28240478667,0.0 
 01/04  10:40:00,0.0,0.0,,,,,,0.0,39100.49549283849,0.0 
 01/04  10:50:00,0.0,0.0,,,,,,0.0,35963.00671042509,0.0 
 01/04  11:00:00,0.0,0.0,0.0,0.0,0.0,254683.56682397339,0.0,0.0,33173.98084808508,0.0 
 01/04  11:10:00,0.0,0.0,,,,,,0.0,32968.607036818976,0.0 
 01/04  11:20:00,0.0,0.0,,,,,,0.0,32735.46066830489,0.0 
 01/04  11:30:00,0.0,0.0,,,,,,0.0,33154.72621753105,0.0 
 01/04  11:40:00,0.0,0.0,,,,,,0.0,32178.421151638027,0.0 
 01/04  11:50:00,0.0,0.0,,,,,,0.0,31116.4694872003,0.0 
 01/04  12:00:00,0.0,0.0,0.0,0.0,0.0,192245.10146097083,0.0,0.0,30091.416899477605,0.0 
 01/04  12:10:00,0.0,0.0,,,,,,0.0,29120.45678101024,0.0 
 01/04  12:20:00,0.0,0.0,,,,,,0.0,28107.338528069362,0.0 
 01/04  12:30:00,0.0,0.0,,,,,,0.0,27181.5824153094,0.0 
 01/04  12:40:00,0.0,0.0,,,,,,0.0,26443.457480627298,0.0 
 01/04  12:50:00,0.0,0.0,,,,,,0.0,25682.51428703388,0.0 
 01/04  13:00:00,0.0,0.0,0.0,0.0,0.0,161708.67346908875,0.0,0.0,25173.323977038566,0.0 
 01/04  13:10:00,0.0,0.0,,,,,,0.0,24780.511273274948,0.0 
 01/04  13:20:00,0.0,0.0,,,,,,0.0,24460.505053724002,0.0 
 01/04  13:30:00,0.0,0.0,,,,,,0.0,24220.459968927415,0.0 
 01/04  13:40:00,0.0,0.0,,,,,,0.0,23916.87324754371,0.0 
 01/04  13:50:00,0.0,0.0,,,,,,0.0,23658.720188483298,0.0 
 01/04  14:00:00,0.0,0.0,0.0,0.0,0.0,144483.3088989108,0.0,0.0,23446.239166957424,0.0 
 01/04  14:10:00,0.0,0.0,,,,,,0.0,21132.576382975167,0.0 
 01/04  14:20:00,0.0,0.0,,,,,,0.0,18840.010402591986,0.0 
 01/04  14:30:00,0.0,0.0,,,,,,0.0,16551.911928024736,0.0 
 01/04  14:40:00,0.0,0.0,,,,,,0.0,14257.535932017387,0.0 
 01/04  14:50:00,0.0,0.0,,,,,,0.0,11945.925520450864,0.0 
 01/04  15:00:00,0.0,0.0,0.0,0.0,0.0,92338.68572443709,0.0,0.0,9610.72555837694,0.0 
 01/04  15:10:00,0.0,0.0,,,,,,0.0,9764.428714883608,0.0 
 01/04  15:20:00,0.0,0.0,,,,,,0.0,9885.827330849454,0.0 
 01/04  15:30:00,0.0,0.0,,,,,,0.0,9967.50025328214,0.0 
 01/04  15:40:00,0.0,0.0,,,,,,0.0,10007.61616067021,0.0 
 01/04  15:50:00,0.0,0.0,,,,,,0.0,10007.143280930748,0.0 
 01/04  16:00:00,0.0,0.0,0.0,0.0,0.0,59597.94633377327,0.0,0.0,9965.430593157107,0.0 
 01/04  16:10:00,0.0,0.0,,,,,,0.0,13684.345944842655,0.0 
 01/04  16:20:00,0.0,0.0,,,,,,0.0,17379.016865303598,0.0 
 01/04  16:30:00,0.0,0.0,,,,,,0.0,21059.25630032619,0.0 
 01/04  16:40:00,0.0,0.0,,,,,,0.0,24733.82051827825,0.0 
 01/04  16:50:00,0.0,0.0,,,,,,0.0,28413.991915671737,0.0 
 01/04  17:00:00,0.0,0.0,0.0,0.0,0.0,137376.6327801834,0.0,0.0,32106.20123576096,0.0 
 01/04  17:10:00,0.0,0.0,,,,,,0.0,34095.89370732796,0.0 
 01/04  17:20:00,0.0,0.0,,,,,,0.0,36097.30511737839,0.0 
 01/04  17:30:00,0.0,0.0,,,,,,0.0,38111.96908869595,0.0 
 01/04  17:40:00,0.0,0.0,,,,,,0.0,40137.8287367035,0.0 
 01/04  17:50:00,0.0,0.0,,,,,,0.0,42172.80596660985,0.0 
 01/04  18:00:00,0.0,0.0,0.0,0.0,0.0,234830.64180987614,0.0,0.0,44214.839193160515,0.0 
 01/04  18:10:00,12090.749999999998,12090.749999999998,,,,,,0.0,188441.83747616618,0.0 
 01/04  18:20:00,12090.749999999998,12090.749999999998,,,,,,0.0,191362.0667268773,0.0 
 01/04  18:30:00,12090.749999999998,12090.749999999998,,,,,,0.0,194285.99924767484,0.0 
 01/04  18:40:00,12090.749999999998,12090.749999999998,,,,,,0.0,197213.04346830338,0.0 
 01/04  18:50:00,12090.749999999998,12090.749999999998,,,,,,0.0,200144.23420275187,0.0 
 01/04  19:00:00,12090.749999999998,12090.749999999998,72544.49999999999,72544.49999999999,0.0,1174528.9905658107,0.0,0.0,203081.80944403696,0.0 
 01/04  19:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,306850.415725135,0.0 
 01/04  19:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,307532.7908832144,0.0 
 01/04  19:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,308652.7980200947,0.0 
 01/04  19:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,309898.1253588353,0.0 
 01/04  19:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,311209.33857233248,0.0 
 01/04  20:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,1856723.08359766,0.0,0.0,312579.6150380481,0.0 
 01/04  20:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,313128.6435237731,0.0 
 01/04  20:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,313719.6309076693,0.0 
 01/04  20:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,314343.4689649311,0.0 
 01/04  20:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,315000.94812618216,0.0 
 01/04  20:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,315686.1814178556,0.0 
 01/04  21:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,1888278.923460851,0.0,0.0,316400.0505204395,0.0 
 01/04  21:10:00,102153.15000000001,102153.15000000001,,,,,,0.0,121056.06891460491,0.0 
 01/04  21:20:00,102153.15000000001,102153.15000000001,,,,,,0.0,123587.00638504898,0.0 
 01/04  21:30:00,102153.15000000001,102153.15000000001,,,,,,0.0,126142.90658620454,0.0 
 01/04  21:40:00,102153.15000000001,102153.15000000001,,,,,,0.0,128729.41493031333,0.0 
 01/04  21:50:00,102153.15000000001,102153.15000000001,,,,,,0.0,131344.9339187586,0.0 
 01/04  22:00:00,102153.15000000001,102153.15000000001,612918.9,612918.9,0.0,764850.8860810015,0.0,0.0,133990.55534607109,0.0 
 01/04  22:10:00,90062.40000000001,90062.40000000001,,,,,,0.0,58601.83851053799,0.0 
 01/04  22:20:00,90062.40000000001,90062.40000000001,,,,,,0.0,59518.36220501366,0.0 
 01/04  22:30:00,90062.40000000001,90062.40000000001,,,,,,0.0,60458.73001810828,0.0 
 01/04  22:40:00,90062.40000000001,90062.40000000001,,,,,,0.0,61425.79939931764,0.0 
 01/04  22:50:00,90062.40000000001,90062.40000000001,,,,,,0.0,62417.407620917256,0.0 
 01/04  23:00:00,90062.40000000001,90062.40000000001,540374.4,540374.4,0.0,365855.7342819795,0.0,0.0,63433.59652808464,0.0 
 01/04  23:10:00,0.0,0.0,,,,,,0.0,121911.10193640195,0.0 
 01/04  23:20:00,0.0,0.0,,,,,,0.0,125261.02848874184,0.0 
 01/04  23:30:00,0.0,0.0,,,,,,0.0,128200.76909495594,0.0 
 01/04  23:40:00,0.0,0.0,,,,,,0.0,131050.30472314373,0.0 
 01/04  23:50:00,0.0,0.0,,,,,,0.0,133853.87378119218,0.0 
 01/04  24:00:00,0.0,0.0,0.0,0.0,0.0,776893.7628644577,0.0,0.0,136616.68484002207,0.0 
 01/05  00:10:00,0.0,0.0,,,,,,0.0,141445.19642766479,0.0 
 01/05  00:20:00,0.0,0.0,,,,,,0.0,137743.37178534497,0.0 
 01/05  00:30:00,0.0,0.0,,,,,,0.0,134022.09157581724,0.0 
 01/05  00:40:00,0.0,0.0,,,,,,0.0,130263.05493476644,0.0 
 01/05  00:50:00,0.0,0.0,,,,,,0.0,126458.13564397104,0.0 
 01/05  01:00:00,0.0,0.0,0.0,0.0,0.0,792526.3210362047,0.0,0.0,122594.47066864031,0.0 
 01/05  01:10:00,0.0,0.0,,,,,,0.0,121349.89015098478,0.0 
 01/05  01:20:00,0.0,0.0,,,,,,0.0,120018.26888847255,0.0 
 01/05  01:30:00,0.0,0.0,,,,,,0.0,118603.18483842453,0.0 
 01/05  01:40:00,0.0,0.0,,,,,,0.0,117117.67639299296,0.0 
 01/05  01:50:00,0.0,0.0,,,,,,0.0,115554.32093800226,0.0 
