time,G(i),H_sun,T2m,WS10m,Int
20160606:1909,0.0,0.0,23.52,2.91,0.0
20160606:2009,0.0,0.0,23.18,2.73,0.0
20160606:2109,0.0,0.0,22.84,2.55,0.0
20160606:2209,0.0,0.0,22.59,2.25,0.0
20160606:2309,0.0,0.0,22.34,1.95,0.0
20160607:0009,0.0,0.0,22.08,1.66,0.0
20160607:0109,0.0,0.0,21.6,1.69,0.0
20160607:0209,0.0,0.0,21.11,1.72,0.0
20160607:0309,0.0,0.0,20.62,1.75,0.0
20160607:0409,39.0,11.2,21.57,2.0,0.0
20160607:0509,190.0,22.56,22.52,2.25,0.0
20160607:0609,473.0,34.27,23.47,2.5,0.0
20160607:0709,363.0,46.08,23.82,3.09,0.0
20160607:0809,425.0,57.64,24.18,3.69,0.0
20160607:0909,197.0,68.09,24.54,4.29,0.0
20160607:1009,472.0,74.53,24.47,4.79,0.0
20160607:1109,865.0,71.86,24.4,5.29,0.0
20160607:1209,145.0,62.66,24.33,5.79,0.0
20160607:1309,143.0,51.44,23.86,5.94,0.0
20160607:1409,115.0,39.68,23.4,6.08,0.0
20160607:1509,176.0,27.89,22.93,6.22,0.0
20160607:1609,91.0,16.34,22.51,6.39,0.0
20160607:1709,39.28,5.28,22.09,6.55,0.0
20160607:1809,0.0,0.0,21.68,6.72,0.0
20160607:1909,0.0,0.0,21.47,7.08,0.0
20160607:2009,0.0,0.0,21.27,7.44,0.0
20160607:2109,0.0,0.0,21.07,7.81,0.0
20160607:2209,0.0,0.0,20.87,8.16,0.0
20160607:2309,0.0,0.0,20.67,8.51,0.0
20160608:0009,0.0,0.0,20.46,8.86,0.0
20160608:0109,0.0,0.0,20.14,8.98,0.0
20160608:0209,0.0,0.0,19.81,9.1,0.0
20160608:0309,0.0,0.0,19.48,9.23,0.0
20160608:0409,12.0,11.22,19.77,9.44,0.0
20160608:0509,91.0,22.57,20.06,9.66,0.0
20160608:0609,122.0,34.28,20.35,9.88,0.0
20160608:0709,232.0,46.09,20.31,9.98,0.0
20160608:0809,230.0,57.66,20.27,10.08,0.0
20160608:0909,303.0,68.13,20.23,10.18,0.0
20160608:1009,534.0,74.61,20.56,10.06,0.0
20160608:1109,819.0,71.96,20.88,9.95,0.0
20160608:1209,846.0,62.75,21.21,9.83,0.0
20160608:1309,773.0,51.52,20.99,9.69,0.0
20160608:1409,533.25,39.76,20.78,9.54,1.0
20160608:1509,426.0,27.97,20.57,9.39,0.0
20160608:1609,235.0,16.43,20.29,9.01,0.0
20160608:1709,54.64,5.37,20.0,8.63,0.0
20160608:1809,0.0,0.0,19.72,8.25,0.0
20160608:1909,0.0,0.0,19.58,8.09,0.0
20160608:2009,0.0,0.0,19.44,7.93,0.0
20160608:2109,0.0,0.0,19.3,7.77,0.0
20160608:2209,0.0,0.0,19.23,7.74,0.0
20160608:2309,0.0,0.0,19.17,7.71,0.0
20160609:0009,0.0,0.0,19.1,7.68,0.0
20160609:0109,0.0,0.0,18.93,7.7,0.0
20160609:0209,0.0,0.0,18.75,7.71,0.0
20160609:0309,0.0,0.0,18.58,7.72,0.0
20160609:0409,21.0,11.24,19.33,7.77,0.0
20160609:0509,315.0,22.58,20.08,7.81,0.0
20160609:0609,514.0,34.29,20.84,7.85,0.0
20160609:0709,687.0,46.1,21.16,7.77,0.0
20160609:0809,820.0,57.68,21.49,7.69,0.0
20160609:0909,897.0,68.16,21.82,7.61,0.0
20160609:1009,836.0,74.69,22.09,7.23,0.0
20160609:1109,937.0,72.06,22.35,6.85,0.0
20160609:1209,899.0,62.84,22.62,6.47,0.0
20160609:1309,782.0,51.61,22.31,5.83,0.0
20160609:1409,620.0,39.85,22.01,5.19,0.0
20160609:1509,428.0,28.06,21.7,4.55,0.0
20160609:1609,235.0,16.51,21.49,4.0,0.0
20160609:1709,56.86,5.46,21.28,3.46,0.0
20160609:1809,0.0,0.0,21.08,2.91,0.0
20160609:1909,0.0,0.0,20.83,2.23,0.0
20160609:2009,0.0,0.0,20.59,1.56,0.0
20160609:2109,0.0,0.0,20.35,0.88,0.0
20160609:2209,0.0,0.0,20.23,0.94,0.0
20160609:2309,0.0,0.0,20.11,1.0,0.0
20160610:0009,0.0,0.0,19.99,1.06,0.0
20160610:0109,0.0,0.0,19.71,1.6,0.0
20160610:0209,0.0,0.0,19.42,2.13,0.0
20160610:0309,0.0,0.0,19.13,2.66,0.0
20160610:0409,117.0,11.25,19.77,2.79,0.0
20160610:0509,305.0,22.59,20.42,2.91,0.0
20160610:0609,497.0,34.29,21.07,3.03,0.0
20160610:0709,675.0,46.11,20.99,3.01,0.0
20160610:0809,839.0,57.69,20.92,2.99,0.0
20160610:0909,875.5,68.19,20.84,2.97,1.0
20160610:1009,961.0,74.76,20.92,2.73,0.0
20160610:1109,887.0,72.15,21.0,2.5,0.0
20160610:1209,851.0,62.92,21.09,2.26,0.0
20160610:1309,757.0,51.69,20.95,2.29,0.0
20160610:1409,614.0,39.92,20.82,2.32,0.0
20160610:1509,424.0,28.14,20.68,2.34,0.0
20160610:1609,218.0,16.59,20.41,2.01,0.0
20160610:1709,54.99,5.54,20.14,1.68,0.0
20160610:1809,0.0,0.0,19.88,1.35,0.0
20160610:1909,0.0,0.0,19.83,1.31,0.0
20160610:2009,0.0,0.0,19.79,1.28,0.0
20160610:2109,0.0,0.0,19.75,1.24,0.0
20160610:2209,0.0,0.0,19.71,1.5,0.0
20160610:2309,0.0,0.0,19.68,1.76,0.0
20160611:0009,0.0,0.0,19.64,2.01,0.0
20160611:0109,0.0,0.0,19.29,1.89,0.0
20160611:0209,0.0,0.0,18.94,1.77,0.0
20160611:0309,0.0,0.0,18.59,1.64,0.0
20160611:0409,126.0,11.26,19.33,1.43,0.0
20160611:0509,319.0,22.59,20.07,1.21,0.0
20160611:0609,517.0,34.29,20.81,0.99,0.0
20160611:0709,698.0,46.11,21.35,0.8,0.0
20160611:0809,843.0,57.69,21.89,0.61,0.0
20160611:0909,927.0,68.21,22.43,0.41,0.0
20160611:1009,972.0,74.82,22.84,1.13,0.0
20160611:1109,959.0,72.23,23.24,1.84,0.0
20160611:1209,880.0,63.0,23.65,2.55,0.0
20160611:1309,767.0,51.76,23.63,3.11,0.0
20160611:1409,615.0,40.0,23.62,3.67,0.0
20160611:1509,432.0,28.21,23.6,4.23,0.0
20160611:1609,241.0,16.67,23.23,4.4,0.0
20160611:1709,57.88,5.62,22.85,4.57,0.0
20160611:1809,0.0,0.0,22.48,4.74,0.0
20160611:1909,0.0,0.0,22.12,4.85,0.0
20160611:2009,0.0,0.0,21.76,4.95,0.0
20160611:2109,0.0,0.0,21.41,5.05,0.0
20160611:2209,0.0,0.0,21.22,4.86,0.0
20160611:2309,0.0,0.0,21.04,4.67,0.0
20160612:0009,0.0,0.0,20.85,4.48,0.0
20160612:0109,0.0,0.0,20.68,4.06,0.0
20160612:0209,0.0,0.0,20.5,3.65,0.0
20160612:0309,0.0,0.0,20.33,3.23,0.0
20160612:0409,142.0,11.26,20.9,3.54,0.0
20160612:0509,329.0,22.59,21.47,3.84,0.0
20160612:0609,525.0,34.29,22.05,4.15,0.0
20160612:0709,701.0,46.1,22.74,4.52,0.0
20160612:0809,847.0,57.69,23.44,4.89,0.0
20160612:0909,943.0,68.23,24.14,5.26,0.0
20160612:1009,983.0,74.88,24.61,5.83,0.0
20160612:1109,970.0,72.31,25.07,6.4,0.0
20160612:1209,901.0,63.08,25.54,6.97,0.0
20160612:1309,784.0,51.84,25.28,7.26,0.0
20160612:1409,623.0,40.07,25.03,7.56,0.0
20160612:1509,429.0,28.29,24.77,7.86,0.0
20160612:1609,230.0,16.75,24.39,7.77,0.0
20160612:1709,33.51,5.7,24.0,7.69,0.0
20160612:1809,0.0,0.0,23.62,7.6,0.0
20160612:1909,0.0,0.0,23.19,7.12,0.0
20160612:2009,0.0,0.0,22.76,6.63,0.0
20160612:2109,0.0,0.0,22.34,6.15,0.0
20160612:2209,0.0,0.0,22.11,5.89,0.0
20160612:2309,0.0,0.0,21.88,5.63,0.0
20160613:0009,0.0,0.0,21.65,5.37,0.0
20160613:0109,0.0,0.0,21.39,5.12,0.0
20160613:0209,0.0,0.0,21.13,4.87,0.0
20160613:0309,0.0,0.0,20.87,4.62,0.0
20160613:0409,65.0,11.26,21.27,4.96,0.0
20160613:0509,64.0,22.58,21.67,5.29,0.0
20160613:0609,245.0,34.28,22.07,5.63,0.0
20160613:0709,686.0,46.09,22.74,5.94,0.0
20160613:0809,762.0,57.69,23.42,6.25,0.0
20160613:0909,927.0,68.24,24.1,6.57,0.0
20160613:1009,863.0,74.93,24.26,7.35,0.0
20160613:1109,893.0,72.39,24.41,8.13,0.0
20160613:1209,438.0,63.15,24.57,8.91,0.0
20160613:1309,154.0,51.91,23.83,9.52,0.0
20160613:1409,207.0,40.14,23.1,10.13,0.0
20160613:1509,163.0,28.36,22.37,10.74,0.0
20160613:1609,126.0,16.82,22.48,10.01,0.0
20160613:1709,65.0,5.77,22.58,9.28,0.0
20160613:1809,0.0,0.0,22.69,8.55,0.0
20160613:1909,0.0,0.0,22.56,8.11,0.0
20160613:2009,0.0,0.0,22.44,7.66,0.0
20160613:2109,0.0,0.0,22.32,7.21,0.0
20160613:2209,0.0,0.0,22.17,6.88,0.0
20160613:2309,0.0,0.0,22.02,6.55,0.0
20160614:0009,0.0,0.0,21.87,6.22,0.0
20160614:0109,0.0,0.0,21.55,5.43,0.0
20160614:0209,0.0,0.0,21.23,4.63,0.0
20160614:0309,0.0,0.0,20.91,3.83,0.0
20160614:0409,93.0,11.25,21.17,3.29,0.0
20160614:0509,327.0,22.57,21.43,2.74,0.0
20160614:0609,437.0,34.26,21.69,2.19,0.0
20160614:0709,653.0,46.08,22.39,2.14,0.0
20160614:0809,824.0,57.68,23.1,2.09,0.0
20160614:0909,877.0,68.25,23.8,2.04,0.0
20160614:1009,972.0,74.97,24.3,2.22,0.0
20160614:1109,579.0,72.46,24.8,2.39,0.0
20160614:1209,867.0,63.22,25.3,2.57,0.0
20160614:1309,657.0,51.98,25.01,2.37,0.0
20160614:1409,582.0,40.21,24.73,2.17,0.0
20160614:1509,42.0,28.42,24.44,1.97,0.0
20160614:1609,253.0,16.89,24.05,2.15,0.0
20160614:1709,70.0,5.84,23.65,2.33,0.0
20160614:1809,0.0,0.0,23.26,2.51,0.0
20160614:1909,0.0,0.0,22.85,3.2,0.0
20160614:2009,0.0,0.0,22.45,3.9,0.0
20160614:2109,0.0,0.0,22.05,4.59,0.0
20160614:2209,0.0,0.0,21.78,5.02,0.0
20160614:2309,0.0,0.0,21.51,5.45,0.0
20160615:0009,0.0,0.0,21.24,5.88,0.0
20160615:0109,0.0,0.0,20.94,5.94,0.0
20160615:0209,0.0,0.0,20.64,6.0,0.0
20160615:0309,0.0,0.0,20.34,6.06,0.0
20160615:0409,140.0,11.24,20.98,5.93,0.0
20160615:0509,332.0,22.56,21.62,5.8,0.0
20160615:0609,527.0,34.25,22.26,5.67,0.0
20160615:0709,704.0,46.06,23.02,5.14,0.0
20160615:0809,851.0,57.67,23.79,4.6,0.0
20160615:0909,947.0,68.25,24.56,4.07,0.0
20160615:1009,993.0,75.01,25.2,3.31,0.0
20160615:1109,981.0,72.52,25.84,2.56,0.0
20160615:1209,907.0,63.29,26.49,1.81,0.0
20160615:1309,787.0,52.04,26.31,2.43,0.0
20160615:1409,633.0,40.28,26.14,3.05,0.0
20160615:1509,439.0,28.49,25.96,3.67,0.0
20160615:1609,248.0,16.95,25.59,3.46,0.0
20160615:1709,70.0,5.91,25.21,3.25,0.0
20160615:1809,0.0,0.0,24.84,3.03,0.0
20160615:1909,0.0,0.0,24.39,3.2,0.0
20160615:2009,0.0,0.0,23.95,3.37,0.0
20160615:2109,0.0,0.0,23.51,3.54,0.0
20160615:2209,0.0,0.0,23.19,3.99,0.0
20160615:2309,0.0,0.0,22.87,4.43,0.0
20160616:0009,0.0,0.0,22.55,4.87,0.0
20160616:0109,0.0,0.0,22.11,4.75,0.0
20160616:0209,0.0,0.0,21.66,4.63,0.0
20160616:0309,0.0,0.0,21.22,4.51,0.0
20160616:0409,136.0,11.23,21.97,4.53,0.0
20160616:0509,328.0,22.54,22.73,4.55,0.0
20160616:0609,521.0,34.23,23.49,4.57,0.0
20160616:0709,696.0,46.04,24.5,4.32,0.0
20160616:0809,842.0,57.65,25.51,4.07,0.0
20160616:0909,942.0,68.25,26.52,3.82,0.0
20160616:1009,988.0,75.03,26.93,3.55,0.0
20160616:1109,976.0,72.58,27.34,3.28,0.0
20160616:1209,902.0,63.35,27.75,3.01,0.0
20160616:1309,783.0,52.1,27.49,2.62,0.0
20160616:1409,620.0,40.34,27.24,2.23,0.0
20160616:1509,423.0,28.55,26.98,1.83,0.0
20160616:1609,232.0,17.02,26.5,1.63,0.0
20160616:1709,64.0,5.97,26.02,1.43,0.0
20160616:1809,0.0,0.0,25.55,1.23,0.0
20160616:1909,0.0,0.0,25.19,1.12,0.0
20160616:2009,0.0,0.0,24.83,1.02,0.0
20160616:2109,0.0,0.0,24.48,0.91,0.0
20160616:2209,0.0,0.0,24.48,0.8,0.0
20160616:2309,0.0,0.0,24.48,0.69,0.0
20160617:0009,0.0,0.0,24.47,0.58,0.0
20160617:0109,0.0,0.0,23.94,1.05,0.0
20160617:0209,0.0,0.0,23.4,1.53,0.0
20160617:0309,0.0,0.0,22.87,2.0,0.0
20160617:0409,95.0,11.21,23.93,2.11,0.0
20160617:0509,281.0,22.52,24.99,2.21,0.0
20160617:0609,487.0,34.2,26.05,2.32,0.0
20160617:0709,669.0,46.02,26.91,2.38,0.0
20160617:0809,819.0,57.63,27.77,2.44,0.0
20160617:0909,926.0,68.24,28.63,2.5,0.0
20160617:1009,972.0,75.06,28.99,2.77,0.0
20160617:1109,961.0,72.63,29.35,3.05,0.0
20160617:1209,893.0,63.41,29.71,3.32,0.0
20160617:1309,775.0,52.16,29.56,3.22,0.0
20160617:1409,610.0,40.39,29.42,3.11,0.0
20160617:1509,415.0,28.61,29.27,3.01,0.0
20160617:1609,229.0,17.07,29.1,2.89,0.0
20160617:1709,64.0,6.03,28.93,2.77,0.0
20160617:1809,0.0,0.0,28.77,2.65,0.0
20160617:1909,0.0,0.0,28.29,2.4,0.0
20160617:2009,0.0,0.0,27.81,2.14,0.0
20160617:2109,0.0,0.0,27.33,1.89,0.0
20160617:2209,0.0,0.0,26.87,2.14,0.0
20160617:2309,0.0,0.0,26.41,2.4,0.0
20160618:0009,0.0,0.0,25.94,2.65,0.0
20160618:0109,0.0,0.0,25.65,2.52,0.0
20160618:0209,0.0,0.0,25.36,2.39,0.0
20160618:0309,0.0,0.0,25.07,2.26,0.0
20160618:0409,114.0,11.18,25.93,2.43,0.0
20160618:0509,271.0,22.49,26.8,2.6,0.0
20160618:0609,479.0,34.17,27.67,2.77,0.0
20160618:0709,661.0,45.99,28.82,3.11,0.0
20160618:0809,809.0,57.61,29.98,3.44,0.0
20160618:0909,916.0,68.22,31.13,3.78,0.0
20160618:1009,967.0,75.07,31.2,3.93,0.0
20160618:1109,955.0,72.68,31.27,4.07,0.0
20160618:1209,888.0,63.46,31.34,4.22,0.0
20160618:1309,763.0,52.22,30.96,3.39,0.0
20160618:1409,604.0,40.45,30.59,2.57,0.0
20160618:1509,416.0,28.66,30.21,1.74,0.0
20160618:1609,236.0,17.13,30.42,1.56,0.0
20160618:1709,65.0,6.08,30.63,1.38,0.0
20160618:1809,0.0,0.0,30.85,1.2,0.0
20160618:1909,0.0,0.0,29.81,1.26,0.0
20160618:2009,0.0,0.0,28.77,1.33,0.0
20160618:2109,0.0,0.0,27.74,1.39,0.0
20160618:2209,0.0,0.0,27.43,1.53,0.0
20160618:2309,0.0,0.0,27.13,1.67,0.0
20160619:0009,0.0,0.0,26.82,1.81,0.0
20160619:0109,0.0,0.0,26.27,1.89,0.0
20160619:0209,0.0,0.0,25.71,1.98,0.0
20160619:0309,0.0,0.0,25.16,2.07,0.0
20160619:0409,55.0,11.16,26.04,2.19,0.0
20160619:0509,255.0,22.46,26.93,2.32,0.0
20160619:0609,454.0,34.14,27.82,2.44,0.0
20160619:0709,632.0,45.96,29.01,2.94,0.0
20160619:0809,716.0,57.58,30.2,3.44,0.0
20160619:0909,668.0,68.2,31.39,3.94,0.0
20160619:1009,623.0,75.08,31.33,4.47,0.0
20160619:1109,401.0,72.72,31.27,4.99,0.0
20160619:1209,195.0,63.51,31.21,5.52,0.0
20160619:1309,398.0,52.27,31.04,5.63,0.0
20160619:1409,228.0,40.5,30.88,5.75,0.0
20160619:1509,214.0,28.71,30.72,5.86,0.0
20160619:1609,186.0,17.18,29.94,5.66,0.0
20160619:1709,63.0,6.13,29.15,5.45,0.0
20160619:1809,0.0,0.0,28.37,5.24,0.0
20160619:1909,0.0,0.0,27.82,4.94,0.0
20160619:2009,0.0,0.0,27.27,4.63,0.0
20160619:2109,0.0,0.0,26.72,4.33,0.0
20160619:2209,0.0,0.0,26.57,4.11,0.0
20160619:2309,0.0,0.0,26.42,3.9,0.0
20160620:0009,0.0,0.0,26.27,3.68,0.0
20160620:0109,0.0,0.0,25.74,3.54,0.0
20160620:0209,0.0,0.0,25.2,3.41,0.0
20160620:0309,0.0,0.0,24.66,3.27,0.0
20160620:0409,82.0,11.12,25.57,3.5,0.0
20160620:0509,270.0,22.43,26.49,3.74,0.0
20160620:0609,469.0,34.11,27.41,3.97,0.0
20160620:0709,653.0,45.92,28.35,4.18,0.0
20160620:0809,803.0,57.54,29.3,4.4,0.0
20160620:0909,910.0,68.18,30.25,4.61,0.0
20160620:1009,961.0,75.08,30.43,4.74,0.0
20160620:1109,950.0,72.75,30.6,4.86,0.0
20160620:1209,884.0,63.56,30.78,4.99,0.0
20160620:1309,768.0,52.31,30.31,4.62,0.0
20160620:1409,609.0,40.55,29.84,4.24,0.0
20160620:1509,418.0,28.76,29.37,3.86,0.0
20160620:1609,229.0,17.22,28.81,3.77,0.0
20160620:1709,65.0,6.17,28.24,3.67,0.0
20160620:1809,0.0,0.0,27.68,3.57,0.0
20160620:1909,0.0,0.0,27.22,4.06,0.0
20160620:2009,0.0,0.0,26.76,4.54,0.0
20160620:2109,0.0,0.0,26.3,5.02,0.0
20160620:2209,0.0,0.0,26.22,5.49,0.0
20160620:2309,0.0,0.0,26.15,5.95,0.0
20160621:0009,0.0,0.0,26.07,6.41,0.0
20160621:0109,0.0,0.0,25.58,6.65,0.0
20160621:0209,0.0,0.0,25.09,6.89,0.0
20160621:0309,0.0,0.0,24.6,7.13,0.0
20160621:0409,105.0,11.09,25.54,7.49,0.0
20160621:0509,294.0,22.39,26.49,7.85,0.0
20160621:0609,490.0,34.07,27.44,8.21,0.0
20160621:0709,678.0,45.88,28.11,8.44,0.0
20160621:0809,830.0,57.51,28.78,8.68,0.0
20160621:0909,935.0,68.15,29.45,8.91,0.0
20160621:1009,982.0,75.07,29.89,9.03,0.0
20160621:1109,966.0,72.78,30.33,9.15,0.0
20160621:1209,904.0,63.6,30.78,9.27,0.0
20160621:1309,786.0,52.36,30.59,8.63,0.0
20160621:1409,610.0,40.59,30.4,7.99,0.0
20160621:1509,460.0,28.81,30.21,7.35,0.0
20160621:1609,245.0,17.27,29.81,7.43,0.0
20160621:1709,71.0,6.22,29.41,7.52,0.0
20160621:1809,0.0,0.0,29.01,7.6,0.0
20160621:1909,0.0,0.0,28.63,7.9,0.0
20160621:2009,0.0,0.0,28.26,8.2,0.0
20160621:2109,0.0,0.0,27.89,8.5,0.0
20160621:2209,0.0,0.0,27.64,8.74,0.0
20160621:2309,0.0,0.0,27.39,8.98,0.0
20160622:0009,0.0,0.0,27.14,9.23,0.0
20160622:0109,0.0,0.0,26.65,9.14,0.0
20160622:0209,0.0,0.0,26.15,9.05,0.0
20160622:0309,0.0,0.0,25.66,8.97,0.0
20160622:0409,121.0,11.05,26.42,9.29,0.0
20160622:0509,314.0,22.35,27.19,9.62,0.0
20160622:0609,506.0,34.02,27.96,9.94,0.0
20160622:0709,685.0,45.84,28.35,10.2,0.0
20160622:0809,834.0,57.46,28.74,10.45,0.0
20160622:0909,930.0,68.11,29.13,10.7,0.0
20160622:1009,977.0,75.06,29.49,10.68,0.0
20160622:1109,966.0,72.81,29.84,10.66,0.0
20160622:1209,899.0,63.63,30.2,10.63,0.0
20160622:1309,782.0,52.4,30.03,10.11,0.0
20160622:1409,624.0,40.63,29.87,9.58,0.0
20160622:1509,433.0,28.85,29.71,9.05,0.0
20160622:1609,243.0,17.31,29.39,8.93,0.0
20160622:1709,70.0,6.25,29.07,8.81,0.0
20160622:1809,0.0,0.0,28.75,8.69,0.0
20160622:1909,0.0,0.0,28.41,8.87,0.0
20160622:2009,0.0,0.0,28.08,9.06,0.0
20160622:2109,0.0,0.0,27.75,9.24,0.0
20160622:2209,0.0,0.0,27.56,9.46,0.0
20160622:2309,0.0,0.0,27.37,9.67,0.0
20160623:0009,0.0,0.0,27.18,9.89,0.0
20160623:0109,0.0,0.0,26.81,9.66,0.0
20160623:0209,0.0,0.0,26.43,9.44,0.0
20160623:0309,0.0,0.0,26.06,9.21,0.0
20160623:0409,119.0,11.0,26.76,9.59,0.0
20160623:0509,308.0,22.3,27.47,9.97,0.0
20160623:0609,508.0,33.98,28.18,10.34,0.0
20160623:0709,684.0,45.8,28.47,10.53,0.0
20160623:0809,834.0,57.42,28.77,10.71,0.0
20160623:0909,940.0,68.07,29.06,10.9,0.0
20160623:1009,987.0,75.04,29.44,10.73,0.0
20160623:1109,971.0,72.82,29.81,10.57,0.0
20160623:1209,904.0,63.67,30.19,10.4,0.0
20160623:1309,786.0,52.43,29.95,9.71,0.0
20160623:1409,631.0,40.67,29.72,9.03,0.0
20160623:1509,438.0,28.88,29.49,8.34,0.0
20160623:1609,246.0,17.34,29.15,8.36,0.0
20160623:1709,72.0,6.28,28.8,8.37,0.0
20160623:1809,0.0,0.0,28.46,8.39,0.0
20160623:1909,0.0,0.0,28.23,8.78,0.0
20160623:2009,0.0,0.0,28.0,9.17,0.0
20160623:2109,0.0,0.0,27.78,9.56,0.0
20160623:2209,0.0,0.0,27.54,9.85,0.0
20160623:2309,0.0,0.0,27.3,10.14,0.0
20160624:0009,0.0,0.0,27.06,10.43,0.0
20160624:0109,0.0,0.0,26.78,9.97,0.0
20160624:0209,0.0,0.0,26.5,9.52,0.0
20160624:0309,0.0,0.0,26.22,9.06,0.0
20160624:0409,112.0,10.96,26.65,9.22,0.0
20160624:0509,301.0,22.25,27.08,9.38,0.0
20160624:0609,483.0,33.93,27.51,9.54,0.0
20160624:0709,647.0,45.75,27.8,9.75,0.0
20160624:0809,784.0,57.37,28.1,9.95,0.0
20160624:0909,884.0,68.03,28.4,10.15,0.0
20160624:1009,747.0,75.02,28.77,9.89,0.0
20160624:1109,688.0,72.83,29.13,9.64,0.0
20160624:1209,703.0,63.69,29.5,9.38,0.0
20160624:1309,736.0,52.47,29.35,8.71,0.0
20160624:1409,614.0,40.7,29.21,8.04,0.0
20160624:1509,434.0,28.92,29.07,7.37,0.0
20160624:1609,245.0,17.37,28.78,7.46,0.0
20160624:1709,71.0,6.31,28.49,7.56,0.0
20160624:1809,0.0,0.0,28.2,7.66,0.0
20160624:1909,0.0,0.0,27.99,8.04,0.0
20160624:2009,0.0,0.0,27.79,8.42,0.0
20160624:2109,0.0,0.0,27.59,8.8,0.0
20160624:2209,0.0,0.0,27.39,8.61,0.0
20160624:2309,0.0,0.0,27.19,8.42,0.0
20160625:0009,0.0,0.0,26.98,8.23,0.0
20160625:0109,0.0,0.0,26.56,8.2,0.0
20160625:0209,0.0,0.0,26.14,8.16,0.0
20160625:0309,0.0,0.0,25.72,8.12,0.0
20160625:0409,44.0,10.9,26.19,8.33,0.0
20160625:0509,75.0,22.2,26.66,8.54,0.0
20160625:0609,112.0,33.88,27.14,8.74,0.0
20160625:0709,251.0,45.69,27.06,8.97,0.0
20160625:0809,247.0,57.32,26.99,9.2,0.0
20160625:0909,464.0,67.98,26.91,9.43,0.0
20160625:1009,627.0,74.98,26.68,9.4,0.0
20160625:1109,462.0,72.84,26.44,9.37,0.0
20160625:1209,162.0,63.72,26.21,9.34,0.0
20160625:1309,395.0,52.49,25.85,8.54,0.0
20160625:1409,432.0,40.73,25.5,7.74,0.0
20160625:1509,251.0,28.94,25.15,6.94,0.0
20160625:1609,123.0,17.4,25.08,6.2,0.0
20160625:1709,72.0,6.34,25.0,5.46,0.0
20160625:1809,0.0,0.0,24.93,4.72,0.0
20160625:1909,0.0,0.0,24.89,4.67,0.0
20160625:2009,0.0,0.0,24.86,4.62,0.0
20160625:2109,0.0,0.0,24.83,4.57,0.0
20160625:2209,0.0,0.0,24.84,5.14,0.0
20160625:2309,0.0,0.0,24.86,5.71,0.0
20160626:0009,0.0,0.0,24.87,6.28,0.0
20160626:0109,0.0,0.0,24.48,6.42,0.0
20160626:0209,0.0,0.0,24.08,6.56,0.0
20160626:0309,0.0,0.0,23.68,6.7,0.0
20160626:0409,23.0,10.85,23.67,7.04,0.0
20160626:0509,282.0,22.14,23.66,7.37,0.0
20160626:0609,484.0,33.82,23.66,7.71,0.0
20160626:0709,551.0,45.64,23.39,7.77,0.0
20160626:0809,792.0,57.26,23.12,7.82,0.0
20160626:0909,913.0,67.92,22.85,7.88,0.0
20160626:1009,934.0,74.94,23.1,7.71,0.0
20160626:1109,966.0,72.84,23.35,7.54,0.0
20160626:1209,905.0,63.73,23.6,7.38,0.0
20160626:1309,787.0,52.52,23.57,6.23,0.0
20160626:1409,629.0,40.76,23.55,5.09,0.0
20160626:1509,437.0,28.97,23.53,3.94,0.0
20160626:1609,245.0,17.42,23.72,3.94,0.0
20160626:1709,79.0,6.35,23.91,3.94,0.0
20160626:1809,0.0,0.0,24.1,3.94,0.0
20160626:1909,0.0,0.0,24.12,4.21,0.0
20160626:2009,0.0,0.0,24.15,4.48,0.0
20160626:2109,0.0,0.0,24.18,4.74,0.0
20160626:2209,0.0,0.0,24.2,4.91,0.0
20160626:2309,0.0,0.0,24.22,5.09,0.0
20160627:0009,0.0,0.0,24.23,5.26,0.0
20160627:0109,0.0,0.0,24.01,4.71,0.0
20160627:0209,0.0,0.0,23.79,4.17,0.0
20160627:0309,0.0,0.0,23.57,3.63,0.0
20160627:0409,105.0,10.79,24.46,3.52,0.0
20160627:0509,298.0,22.09,25.35,3.42,0.0
20160627:0609,496.0,33.76,26.24,3.31,0.0
20160627:0709,677.0,45.58,26.45,3.15,0.0
20160627:0809,831.0,57.2,26.67,3.0,0.0
20160627:0909,932.0,67.87,26.88,2.84,0.0
20160627:1009,981.0,74.9,27.49,2.74,0.0
20160627:1109,971.0,72.83,28.09,2.65,0.0
20160627:1209,905.0,63.75,28.7,2.55,0.0
20160627:1309,787.0,52.54,29.47,2.55,0.0
20160627:1409,633.0,40.78,30.25,2.55,0.0
20160627:1509,440.0,28.99,31.02,2.55,0.0
20160627:1609,250.0,17.44,29.74,2.7,0.0
20160627:1709,76.0,6.37,28.46,2.86,0.0
20160627:1809,0.0,0.0,27.18,3.01,0.0
20160627:1909,0.0,0.0,26.9,2.51,0.0
20160627:2009,0.0,0.0,26.62,2.01,0.0
20160627:2109,0.0,0.0,26.35,1.52,0.0
20160627:2209,0.0,0.0,26.28,1.46,0.0
20160627:2309,0.0,0.0,26.21,1.4,0.0
20160628:0009,0.0,0.0,26.13,1.34,0.0
20160628:0109,0.0,0.0,25.88,1.59,0.0
20160628:0209,0.0,0.0,25.62,1.84,0.0
20160628:0309,0.0,0.0,25.37,2.1,0.0
20160628:0409,103.0,10.73,25.96,2.16,0.0
20160628:0509,295.0,22.02,26.55,2.22,0.0
20160628:0609,495.0,33.7,27.14,2.28,0.0
20160628:0709,665.0,45.52,27.48,2.34,0.0
