time,G(i),H_sun,T2m,WS10m,Int
20160122:1009,94.0,32.04,9.87,10.01,0.0
20160122:1109,135.0,31.83,9.96,10.01,0.0
20160122:1209,158.0,28.31,10.06,10.01,0.0
20160122:1309,43.0,22.0,9.76,9.88,0.0
20160122:1409,21.0,13.62,9.47,9.76,0.0
20160122:1509,5.0,3.78,9.17,9.63,0.0
20160122:1609,0.0,0.0,8.35,9.66,0.0
20160122:1709,0.0,0.0,7.54,9.69,0.0
20160122:1809,0.0,0.0,6.73,9.72,0.0
20160122:1909,0.0,0.0,6.3,9.88,0.0
20160122:2009,0.0,0.0,5.87,10.04,0.0
20160122:2109,0.0,0.0,5.44,10.19,0.0
20160122:2209,0.0,0.0,5.31,10.34,0.0
20160122:2309,0.0,0.0,5.18,10.49,0.0
20160123:0009,0.0,0.0,5.06,10.63,0.0
20160123:0109,0.0,0.0,5.17,10.92,0.0
20160123:0209,0.0,0.0,5.29,11.2,0.0
20160123:0309,0.0,0.0,5.41,11.49,0.0
20160123:0409,0.0,0.0,5.17,11.6,0.0
20160123:0509,0.0,0.0,4.93,11.7,0.0
20160123:0609,23.0,5.16,4.69,11.81,0.0
20160123:0709,82.0,14.87,5.18,11.57,0.0
20160123:0809,95.0,23.07,5.68,11.34,0.0
20160123:0909,89.0,29.1,6.17,11.1,0.0
20160123:1009,154.0,32.27,6.25,11.03,0.0
20160123:1109,47.0,32.07,6.34,10.95,0.0
20160123:1209,48.0,28.55,6.42,10.87,0.0
20160123:1309,34.0,22.23,6.26,10.74,0.0
20160123:1409,26.0,13.83,6.11,10.62,0.0
20160123:1509,5.0,3.99,5.95,10.5,0.0
20160123:1609,0.0,0.0,5.33,10.33,0.0
20160123:1709,0.0,0.0,4.72,10.16,0.0
20160123:1809,0.0,0.0,4.11,9.99,0.0
20160123:1909,0.0,0.0,3.72,9.88,0.0
20160123:2009,0.0,0.0,3.34,9.77,0.0
20160123:2109,0.0,0.0,2.96,9.67,0.0
20160123:2209,0.0,0.0,2.92,9.52,0.0
20160123:2309,0.0,0.0,2.88,9.37,0.0
20160124:0009,0.0,0.0,2.85,9.23,0.0
20160124:0109,0.0,0.0,2.77,9.2,0.0
20160124:0209,0.0,0.0,2.69,9.17,0.0
20160124:0309,0.0,0.0,2.62,9.14,0.0
20160124:0409,0.0,0.0,2.47,9.02,0.0
20160124:0509,0.0,0.0,2.32,8.89,0.0
20160124:0609,20.0,5.28,2.18,8.76,0.0
20160124:0709,170.0,15.01,3.44,8.68,0.0
20160124:0809,367.01,23.24,4.7,8.61,0.0
20160124:0909,474.01,29.31,5.96,8.54,0.0
20160124:1009,530.01,32.5,6.45,8.41,0.0
20160124:1109,545.01,32.31,6.93,8.29,0.0
20160124:1209,481.01,28.8,7.42,8.17,0.0
20160124:1309,369.01,22.47,7.19,7.66,0.0
20160124:1409,207.01,14.06,6.97,7.15,0.0
20160124:1509,28.17,4.2,6.74,6.65,0.0
20160124:1609,0.0,0.0,6.09,6.56,0.0
20160124:1709,0.0,0.0,5.45,6.46,0.0
20160124:1809,0.0,0.0,4.81,6.37,0.0
20160124:1909,0.0,0.0,4.81,6.16,0.0
20160124:2009,0.0,0.0,4.82,5.95,0.0
20160124:2109,0.0,0.0,4.83,5.74,0.0
20160124:2209,0.0,0.0,4.84,5.81,0.0
20160124:2309,0.0,0.0,4.85,5.89,0.0
20160125:0009,0.0,0.0,4.87,5.96,0.0
20160125:0109,0.0,0.0,4.57,5.84,0.0
20160125:0209,0.0,0.0,4.27,5.72,0.0
20160125:0309,0.0,0.0,3.97,5.6,0.0
20160125:0409,0.0,0.0,3.94,5.7,0.0
20160125:0509,0.0,0.0,3.91,5.8,0.0
20160125:0609,21.0,5.4,3.88,5.9,0.0
20160125:0709,58.0,15.16,5.11,5.99,0.0
20160125:0809,159.0,23.42,6.34,6.07,0.0
20160125:0909,226.0,29.52,7.57,6.15,0.0
20160125:1009,66.0,32.73,7.7,6.23,0.0
20160125:1109,259.0,32.56,7.82,6.31,0.0
20160125:1209,59.0,29.04,7.95,6.39,0.0
20160125:1309,42.0,22.71,7.8,6.03,0.0
20160125:1409,39.0,14.28,7.65,5.68,0.0
20160125:1509,41.92,4.41,7.5,5.32,0.0
20160125:1609,0.0,0.0,6.81,5.32,0.0
20160125:1709,0.0,0.0,6.13,5.32,0.0
20160125:1809,0.0,0.0,5.45,5.32,0.0
20160125:1909,0.0,0.0,5.39,5.18,0.0
20160125:2009,0.0,0.0,5.33,5.04,0.0
20160125:2109,0.0,0.0,5.27,4.9,0.0
20160125:2209,0.0,0.0,5.43,4.64,0.0
20160125:2309,0.0,0.0,5.59,4.39,0.0
20160126:0009,0.0,0.0,5.75,4.14,0.0
20160126:0109,0.0,0.0,5.58,3.96,0.0
20160126:0209,0.0,0.0,5.42,3.78,0.0
20160126:0309,0.0,0.0,5.26,3.6,0.0
20160126:0409,0.0,0.0,4.98,3.56,0.0
20160126:0509,0.0,0.0,4.71,3.53,0.0
20160126:0609,20.0,5.53,4.44,3.49,0.0
20160126:0709,144.0,15.32,6.54,3.76,0.0
20160126:0809,193.0,23.6,8.63,4.03,0.0
20160126:0909,275.0,29.73,10.73,4.3,0.0
20160126:1009,498.01,32.97,11.38,4.6,0.0
20160126:1109,432.01,32.82,12.04,4.89,0.0
20160126:1209,313.0,29.3,12.69,5.19,0.0
20160126:1309,45.0,22.95,11.96,6.35,0.0
20160126:1409,55.0,14.5,11.24,7.52,0.0
20160126:1509,12.89,4.62,10.51,8.69,0.0
20160126:1609,0.0,0.0,9.47,9.28,0.0
20160126:1709,0.0,0.0,8.43,9.88,0.0
20160126:1809,0.0,0.0,7.39,10.47,0.0
20160126:1909,0.0,0.0,6.86,10.4,0.0
20160126:2009,0.0,0.0,6.33,10.32,0.0
20160126:2109,0.0,0.0,5.8,10.25,0.0
20160126:2209,0.0,0.0,5.65,9.64,0.0
20160126:2309,0.0,0.0,5.5,9.03,0.0
20160127:0009,0.0,0.0,5.36,8.43,0.0
20160127:0109,0.0,0.0,5.36,7.53,0.0
20160127:0209,0.0,0.0,5.37,6.63,0.0
20160127:0309,0.0,0.0,5.38,5.72,0.0
20160127:0409,0.0,0.0,5.47,5.49,0.0
20160127:0509,0.0,0.0,5.56,5.26,0.0
20160127:0609,38.0,5.67,5.66,5.03,0.0
20160127:0709,226.01,15.48,7.18,4.52,0.0
20160127:0809,363.01,23.79,8.7,4.01,0.0
20160127:0909,404.0,29.95,10.22,3.5,0.0
20160127:1009,513.01,33.22,10.83,2.68,0.0
20160127:1109,559.01,33.08,11.45,1.86,0.0
20160127:1209,495.01,29.56,12.06,1.03,0.0
20160127:1309,387.01,23.19,12.0,1.24,0.0
20160127:1409,222.01,14.73,11.95,1.45,0.0
20160127:1509,45.04,4.83,11.89,1.66,0.0
20160127:1609,0.0,0.0,11.24,2.07,0.0
20160127:1709,0.0,0.0,10.59,2.49,0.0
20160127:1809,0.0,0.0,9.95,2.91,0.0
20160127:1909,0.0,0.0,9.58,3.15,0.0
20160127:2009,0.0,0.0,9.21,3.39,0.0
20160127:2109,0.0,0.0,8.84,3.63,0.0
20160127:2209,0.0,0.0,8.8,3.82,0.0
20160127:2309,0.0,0.0,8.75,4.0,0.0
20160128:0009,0.0,0.0,8.71,4.19,0.0
20160128:0109,0.0,0.0,8.58,4.25,0.0
20160128:0209,0.0,0.0,8.45,4.3,0.0
20160128:0309,0.0,0.0,8.32,4.36,0.0
20160128:0409,0.0,0.0,8.34,4.44,0.0
20160128:0509,0.0,0.0,8.36,4.51,0.0
20160128:0609,26.0,5.81,8.38,4.59,0.0
20160128:0709,226.01,15.64,10.02,4.54,0.0
20160128:0809,386.01,23.99,11.66,4.49,0.0
20160128:0909,495.01,30.18,13.3,4.44,0.0
20160128:1009,566.01,33.47,14.18,4.4,0.0
20160128:1109,558.01,33.34,15.06,4.35,0.0
20160128:1209,497.01,29.82,15.94,4.3,0.0
20160128:1309,384.01,23.44,15.66,3.86,0.0
20160128:1409,226.01,14.96,15.39,3.41,0.0
20160128:1509,49.48,5.04,15.11,2.97,0.0
20160128:1609,0.0,0.0,13.99,3.02,0.0
20160128:1709,0.0,0.0,12.87,3.08,0.0
20160128:1809,0.0,0.0,11.76,3.13,0.0
20160128:1909,0.0,0.0,11.33,2.97,0.0
20160128:2009,0.0,0.0,10.91,2.81,0.0
20160128:2109,0.0,0.0,10.48,2.65,0.0
20160128:2209,0.0,0.0,10.51,2.73,0.0
20160128:2309,0.0,0.0,10.54,2.81,0.0
20160129:0009,0.0,0.0,10.57,2.9,0.0
20160129:0109,0.0,0.0,10.25,2.92,0.0
20160129:0209,0.0,0.0,9.93,2.94,0.0
20160129:0309,0.0,0.0,9.61,2.97,0.0
20160129:0409,0.0,0.0,9.53,3.3,0.0
20160129:0509,0.0,0.0,9.46,3.64,0.0
20160129:0609,28.0,5.96,9.39,3.97,0.0
20160129:0709,226.01,15.82,10.57,3.98,0.0
20160129:0809,388.01,24.19,11.74,3.98,0.0
20160129:0909,496.01,30.42,12.92,3.99,0.0
20160129:1009,568.01,33.73,13.74,3.77,0.0
20160129:1109,568.01,33.62,14.57,3.54,0.0
20160129:1209,499.01,30.08,15.39,3.32,0.0
20160129:1309,387.01,23.69,15.24,2.85,0.0
20160129:1409,233.01,15.2,15.09,2.37,0.0
20160129:1509,35.37,5.26,14.94,1.89,0.0
20160129:1609,0.0,0.0,14.0,1.47,0.0
20160129:1709,0.0,0.0,13.06,1.04,0.0
20160129:1809,0.0,0.0,12.13,0.62,0.0
20160129:1909,0.0,0.0,11.49,0.76,0.0
20160129:2009,0.0,0.0,10.86,0.91,0.0
20160129:2109,0.0,0.0,10.22,1.05,0.0
20160129:2209,0.0,0.0,10.02,1.49,0.0
20160129:2309,0.0,0.0,9.82,1.93,0.0
20160130:0009,0.0,0.0,9.62,2.37,0.0
20160130:0109,0.0,0.0,9.28,2.66,0.0
20160130:0209,0.0,0.0,8.94,2.94,0.0
20160130:0309,0.0,0.0,8.61,3.23,0.0
20160130:0409,0.0,0.0,8.49,3.66,0.0
20160130:0509,0.0,0.0,8.38,4.08,0.0
20160130:0609,32.0,6.11,8.27,4.51,0.0
20160130:0709,101.0,15.99,9.51,4.75,0.0
20160130:0809,307.01,24.4,10.74,5.0,0.0
20160130:0909,500.01,30.66,11.98,5.24,0.0
20160130:1009,567.01,34.0,13.05,5.2,0.0
20160130:1109,573.01,33.89,14.13,5.16,0.0
20160130:1209,509.01,30.35,15.2,5.12,0.0
20160130:1309,389.01,23.95,15.12,4.49,0.0
20160130:1409,234.01,15.43,15.03,3.87,0.0
20160130:1509,53.91,5.48,14.95,3.24,0.0
20160130:1609,0.0,0.0,14.29,2.85,0.0
20160130:1709,0.0,0.0,13.63,2.46,0.0
20160130:1809,0.0,0.0,12.98,2.07,0.0
20160130:1909,0.0,0.0,12.46,1.66,0.0
20160130:2009,0.0,0.0,11.95,1.26,0.0
20160130:2109,0.0,0.0,11.44,0.86,0.0
20160130:2209,0.0,0.0,11.32,1.04,0.0
20160130:2309,0.0,0.0,11.2,1.23,0.0
20160131:0009,0.0,0.0,11.08,1.42,0.0
20160131:0109,0.0,0.0,10.18,1.94,0.0
20160131:0209,0.0,0.0,9.29,2.46,0.0
20160131:0309,0.0,0.0,8.4,2.98,0.0
20160131:0409,0.0,0.0,8.0,3.41,0.0
20160131:0509,0.0,0.0,7.61,3.84,0.0
20160131:0609,27.0,6.27,7.22,4.28,0.0
20160131:0709,159.0,16.18,8.8,4.66,0.0
20160131:0809,283.0,24.62,10.37,5.04,0.0
20160131:0909,468.01,30.9,11.95,5.42,0.0
20160131:1009,565.01,34.27,12.74,5.47,0.0
20160131:1109,545.01,34.17,13.52,5.51,0.0
20160131:1209,522.01,30.63,14.31,5.56,0.0
20160131:1309,400.01,24.21,14.07,5.38,0.0
20160131:1409,238.01,15.67,13.84,5.21,0.0
20160131:1509,50.39,5.7,13.6,5.03,0.0
20160131:1609,0.0,0.0,12.59,4.98,0.0
20160131:1709,0.0,0.0,11.58,4.93,0.0
20160131:1809,0.0,0.0,10.58,4.88,0.0
20160131:1909,0.0,0.0,10.23,5.0,0.0
20160131:2009,0.0,0.0,9.89,5.11,0.0
20160131:2109,0.0,0.0,9.55,5.23,0.0
20160131:2209,0.0,0.0,9.66,5.3,0.0
20160131:2309,0.0,0.0,9.77,5.37,0.0
20160201:0009,0.0,0.0,9.89,5.43,0.0
20160201:0109,0.0,0.0,10.06,5.29,0.0
20160201:0209,0.0,0.0,10.22,5.15,0.0
20160201:0309,0.0,0.0,10.39,5.01,0.0
20160201:0409,0.0,0.0,10.33,4.91,0.0
20160201:0509,0.0,0.0,10.26,4.8,0.0
20160201:0609,35.0,6.43,10.19,4.7,0.0
20160201:0709,230.01,16.37,11.36,4.55,0.0
20160201:0809,388.01,24.84,12.53,4.4,0.0
20160201:0909,506.01,31.15,13.7,4.25,0.0
20160201:1009,561.01,34.54,14.41,3.87,0.0
20160201:1109,567.01,34.46,15.12,3.49,0.0
20160201:1209,507.01,30.91,15.82,3.12,0.0
20160201:1309,390.01,24.47,15.96,2.68,0.0
20160201:1409,233.01,15.91,16.09,2.23,0.0
20160201:1509,63.0,5.92,16.22,1.79,0.0
20160201:1609,0.0,0.0,15.17,1.77,0.0
20160201:1709,0.0,0.0,14.11,1.74,0.0
20160201:1809,0.0,0.0,13.05,1.71,0.0
20160201:1909,0.0,0.0,12.48,2.29,0.0
20160201:2009,0.0,0.0,11.91,2.87,0.0
20160201:2109,0.0,0.0,11.33,3.45,0.0
20160201:2209,0.0,0.0,11.24,3.87,0.0
20160201:2309,0.0,0.0,11.16,4.29,0.0
20160202:0009,0.0,0.0,11.07,4.72,0.0
20160202:0109,0.0,0.0,11.01,4.74,0.0
20160202:0209,0.0,0.0,10.95,4.76,0.0
20160202:0309,0.0,0.0,10.89,4.79,0.0
20160202:0409,0.0,0.0,10.68,4.51,0.0
20160202:0509,0.0,0.0,10.47,4.23,0.0
20160202:0609,33.0,6.6,10.26,3.94,0.0
20160202:0709,233.01,16.56,12.2,3.51,0.0
20160202:0809,392.01,25.06,14.14,3.07,0.0
20160202:0909,510.01,31.41,16.08,2.63,0.0
20160202:1009,566.01,34.82,16.85,2.18,0.0
20160202:1109,569.01,34.75,17.61,1.72,0.0
20160202:1209,507.01,31.19,18.37,1.27,0.0
20160202:1309,393.01,24.73,18.03,1.63,0.0
20160202:1409,234.01,16.15,17.69,1.99,0.0
20160202:1509,66.0,6.14,17.35,2.34,0.0
20160202:1609,0.0,0.0,16.12,2.93,0.0
20160202:1709,0.0,0.0,14.88,3.52,0.0
20160202:1809,0.0,0.0,13.65,4.11,0.0
20160202:1909,0.0,0.0,12.92,4.51,0.0
20160202:2009,0.0,0.0,12.19,4.9,0.0
20160202:2109,0.0,0.0,11.46,5.3,0.0
20160202:2209,0.0,0.0,11.29,5.36,0.0
20160202:2309,0.0,0.0,11.12,5.43,0.0
20160203:0009,0.0,0.0,10.95,5.49,0.0
20160203:0109,0.0,0.0,10.53,5.2,0.0
20160203:0209,0.0,0.0,10.11,4.91,0.0
20160203:0309,0.0,0.0,9.69,4.62,0.0
20160203:0409,0.0,0.0,9.41,4.6,0.0
20160203:0509,0.0,0.0,9.12,4.57,0.0
20160203:0609,34.0,6.78,8.84,4.55,0.0
20160203:0709,237.01,16.76,10.37,5.03,0.0
20160203:0809,398.01,25.29,11.89,5.51,0.0
20160203:0909,512.01,31.67,13.42,5.99,0.0
20160203:1009,573.01,35.11,14.45,6.47,0.0
20160203:1109,571.01,35.04,15.47,6.95,0.0
20160203:1209,509.01,31.47,16.49,7.43,0.0
20160203:1309,400.01,24.99,16.66,7.7,0.0
20160203:1409,240.01,16.39,16.82,7.97,0.0
20160203:1509,70.0,6.36,16.98,8.23,0.0
20160203:1609,0.0,0.0,15.6,8.3,0.0
20160203:1709,0.0,0.0,14.22,8.37,0.0
20160203:1809,0.0,0.0,12.84,8.44,0.0
20160203:1909,0.0,0.0,12.51,8.16,0.0
20160203:2009,0.0,0.0,12.18,7.88,0.0
20160203:2109,0.0,0.0,11.84,7.6,0.0
20160203:2209,0.0,0.0,11.89,7.49,0.0
20160203:2309,0.0,0.0,11.93,7.37,0.0
20160204:0009,0.0,0.0,11.98,7.26,0.0
20160204:0109,0.0,0.0,11.79,7.43,0.0
20160204:0209,0.0,0.0,11.61,7.6,0.0
20160204:0309,0.0,0.0,11.42,7.78,0.0
20160204:0409,0.0,0.0,11.5,7.81,0.0
20160204:0509,0.0,0.0,11.58,7.84,0.0
20160204:0609,29.0,6.96,11.66,7.88,0.0
20160204:0709,69.0,16.97,12.45,7.9,0.0
20160204:0809,215.0,25.53,13.24,7.92,0.0
20160204:0909,190.0,31.94,14.03,7.94,0.0
20160204:1009,207.0,35.4,14.26,8.1,0.0
20160204:1109,289.0,35.34,14.49,8.26,0.0
20160204:1209,186.0,31.76,14.71,8.41,0.0
20160204:1309,99.0,25.26,14.66,8.52,0.0
20160204:1409,120.0,16.64,14.61,8.63,0.0
20160204:1509,29.0,6.59,14.55,8.73,0.0
20160204:1609,0.0,0.0,14.06,8.73,0.0
20160204:1709,0.0,0.0,13.56,8.73,0.0
20160204:1809,0.0,0.0,13.06,8.73,0.0
20160204:1909,0.0,0.0,12.75,8.68,0.0
20160204:2009,0.0,0.0,12.43,8.64,0.0
20160204:2109,0.0,0.0,12.11,8.59,0.0
20160204:2209,0.0,0.0,11.82,8.39,0.0
20160204:2309,0.0,0.0,11.52,8.19,0.0
20160205:0009,0.0,0.0,11.23,7.99,0.0
20160205:0109,0.0,0.0,11.02,7.44,0.0
20160205:0209,0.0,0.0,10.81,6.89,0.0
20160205:0309,0.0,0.0,10.6,6.34,0.0
20160205:0409,0.0,0.0,10.69,6.95,0.0
20160205:0509,0.0,0.0,10.77,7.55,0.0
20160205:0609,29.0,7.14,10.85,8.15,0.0
20160205:0709,38.0,17.18,11.13,9.83,0.0
20160205:0809,112.0,25.77,11.42,11.52,0.0
20160205:0909,97.0,32.21,11.7,13.2,0.0
20160205:1009,96.0,35.7,11.23,13.32,0.0
20160205:1109,169.0,35.64,10.75,13.45,0.0
20160205:1209,82.0,32.05,10.27,13.57,0.0
20160205:1309,114.0,25.53,9.88,14.0,0.0
20160205:1409,57.0,16.88,9.48,14.43,0.0
20160205:1509,7.0,6.81,9.08,14.86,0.0
20160205:1609,0.0,0.0,8.3,15.01,0.0
20160205:1709,0.0,0.0,7.51,15.17,0.0
20160205:1809,0.0,0.0,6.72,15.32,0.0
20160205:1909,0.0,0.0,6.45,15.17,0.0
20160205:2009,0.0,0.0,6.18,15.01,0.0
20160205:2109,0.0,0.0,5.9,14.86,0.0
20160205:2209,0.0,0.0,5.92,14.72,0.0
20160205:2309,0.0,0.0,5.94,14.58,0.0
20160206:0009,0.0,0.0,5.96,14.44,0.0
20160206:0109,0.0,0.0,5.78,14.28,0.0
20160206:0209,0.0,0.0,5.59,14.13,0.0
20160206:0309,0.0,0.0,5.41,13.97,0.0
20160206:0409,0.0,0.0,5.26,13.71,0.0
20160206:0509,0.0,0.0,5.1,13.45,0.0
20160206:0609,37.0,7.33,4.95,13.19,0.0
20160206:0709,255.01,17.39,6.16,12.96,0.0
20160206:0809,391.01,26.02,7.38,12.74,0.0
20160206:0909,523.01,32.49,8.59,12.51,0.0
20160206:1009,557.01,36.0,8.97,12.18,0.0
20160206:1109,593.01,35.95,9.34,11.86,0.0
20160206:1209,532.01,32.35,9.71,11.53,0.0
20160206:1309,414.01,25.8,9.89,11.03,0.0
20160206:1409,253.01,17.13,10.07,10.53,0.0
20160206:1509,81.0,7.04,10.25,10.03,0.0
20160206:1609,0.0,0.0,9.32,9.83,0.0
20160206:1709,0.0,0.0,8.38,9.64,0.0
20160206:1809,0.0,0.0,7.44,9.45,0.0
20160206:1909,0.0,0.0,7.19,9.12,0.0
20160206:2009,0.0,0.0,6.94,8.79,0.0
20160206:2109,0.0,0.0,6.68,8.46,0.0
20160206:2209,0.0,0.0,6.59,8.28,0.0
20160206:2309,0.0,0.0,6.49,8.11,0.0
20160207:0009,0.0,0.0,6.4,7.94,0.0
20160207:0109,0.0,0.0,5.89,7.79,0.0
20160207:0209,0.0,0.0,5.39,7.64,0.0
20160207:0309,0.0,0.0,4.88,7.49,0.0
20160207:0409,0.0,0.0,4.81,7.46,0.0
20160207:0509,0.0,0.0,4.73,7.43,0.0
20160207:0609,37.0,7.53,4.66,7.41,0.0
20160207:0709,259.01,17.62,6.26,7.36,0.0
20160207:0809,413.01,26.27,7.86,7.31,0.0
20160207:0909,462.01,32.77,9.46,7.26,0.0
20160207:1009,463.01,36.3,9.75,7.04,0.0
20160207:1109,316.0,36.26,10.04,6.82,0.0
20160207:1209,358.0,32.64,10.32,6.61,0.0
20160207:1309,408.01,26.08,10.49,6.08,0.0
20160207:1409,259.01,17.38,10.66,5.55,0.0
20160207:1509,85.0,7.26,10.82,5.02,0.0
20160207:1609,0.0,0.0,10.35,4.68,0.0
20160207:1709,0.0,0.0,9.87,4.33,0.0
20160207:1809,0.0,0.0,9.4,3.99,0.0
20160207:1909,0.0,0.0,9.12,3.84,0.0
20160207:2009,0.0,0.0,8.84,3.7,0.0
20160207:2109,0.0,0.0,8.56,3.56,0.0
20160207:2209,0.0,0.0,8.63,3.66,0.0
20160207:2309,0.0,0.0,8.7,3.76,0.0
20160208:0009,0.0,0.0,8.77,3.86,0.0
20160208:0109,0.0,0.0,8.39,3.68,0.0
20160208:0209,0.0,0.0,8.02,3.49,0.0
20160208:0309,0.0,0.0,7.64,3.31,0.0
20160208:0409,0.0,0.0,7.65,3.22,0.0
20160208:0509,0.0,0.0,7.65,3.13,0.0
20160208:0609,32.0,7.73,7.65,3.03,0.0
20160208:0709,101.0,17.84,8.54,2.81,0.0
20160208:0809,193.0,26.52,9.44,2.59,0.0
20160208:0909,270.0,33.06,10.33,2.37,0.0
20160208:1009,346.0,36.61,10.66,2.38,0.0
20160208:1109,423.0,36.57,10.99,2.39,0.0
20160208:1209,324.0,32.94,11.32,2.4,0.0
20160208:1309,237.0,26.35,11.43,2.2,0.0
20160208:1409,214.0,17.63,11.53,2.0,0.0
20160208:1509,74.0,7.49,11.63,1.81,0.0
20160208:1609,0.0,0.0,11.0,1.43,0.0
20160208:1709,0.0,0.0,10.36,1.04,0.0
20160208:1809,0.0,0.0,9.72,0.66,0.0
20160208:1909,0.0,0.0,9.37,0.74,0.0
20160208:2009,0.0,0.0,9.02,0.81,0.0
20160208:2109,0.0,0.0,8.66,0.88,0.0
20160208:2209,0.0,0.0,8.69,1.26,0.0
20160208:2309,0.0,0.0,8.73,1.64,0.0
20160209:0009,0.0,0.0,8.76,2.01,0.0
20160209:0109,0.0,0.0,8.35,1.89,0.0
20160209:0209,0.0,0.0,7.94,1.76,0.0
20160209:0309,0.0,0.0,7.53,1.63,0.0
20160209:0409,0.0,0.0,7.29,1.73,0.0
20160209:0509,0.0,0.0,7.04,1.83,0.0
20160209:0609,44.0,7.93,6.79,1.93,0.0
20160209:0709,257.01,18.07,8.02,2.17,0.0
20160209:0809,418.01,26.79,9.25,2.4,0.0
20160209:0909,541.01,33.35,10.48,2.63,0.0
20160209:1009,603.01,36.93,11.4,2.81,0.0
20160209:1109,602.01,36.89,12.32,2.98,0.0
20160209:1209,545.01,33.25,13.24,3.16,0.0
20160209:1309,432.01,26.63,13.18,2.98,0.0
20160209:1409,268.01,17.88,13.12,2.81,0.0
20160209:1509,96.0,7.72,13.05,2.63,0.0
20160209:1609,0.0,0.0,12.04,3.17,0.0
20160209:1709,0.0,0.0,11.03,3.7,0.0
20160209:1809,0.0,0.0,10.02,4.23,0.0
20160209:1909,0.0,0.0,9.58,4.53,0.0
20160209:2009,0.0,0.0,9.13,4.83,0.0
20160209:2109,0.0,0.0,8.68,5.13,0.0
20160209:2209,0.0,0.0,8.74,5.37,0.0
20160209:2309,0.0,0.0,8.79,5.61,0.0
20160210:0009,0.0,0.0,8.85,5.85,0.0
20160210:0109,0.0,0.0,8.89,6.08,0.0
20160210:0209,0.0,0.0,8.94,6.32,0.0
20160210:0309,0.0,0.0,8.98,6.55,0.0
20160210:0409,0.0,0.0,9.02,6.86,0.0
20160210:0509,0.0,0.0,9.05,7.17,0.0
20160210:0609,45.0,8.14,9.08,7.48,0.0
20160210:0709,74.0,18.31,10.33,7.89,0.0
20160210:0809,62.0,27.05,11.57,8.31,0.0
20160210:0909,84.0,33.65,12.82,8.73,0.0
20160210:1009,111.0,37.25,13.13,9.12,0.0
20160210:1109,122.0,37.21,13.44,9.51,0.0
20160210:1209,74.0,33.55,13.75,9.9,0.0
20160210:1309,66.0,26.91,13.74,10.41,0.0
20160210:1409,94.0,18.13,13.73,10.92,0.0
20160210:1509,58.0,7.94,13.72,11.43,0.0
20160210:1609,0.0,0.0,13.27,11.82,0.0
20160210:1709,0.0,0.0,12.81,12.2,0.0
20160210:1809,0.0,0.0,12.36,12.58,0.0
20160210:1909,0.0,0.0,12.35,12.68,0.0
20160210:2009,0.0,0.0,12.34,12.77,0.0
20160210:2109,0.0,0.0,12.32,12.87,0.0
20160210:2209,0.0,0.0,12.49,11.81,0.0
20160210:2309,0.0,0.0,12.65,10.74,0.0
20160211:0009,0.0,0.0,12.82,9.68,0.0
20160211:0109,0.0,0.0,12.76,9.11,0.0
20160211:0209,0.0,0.0,12.7,8.53,0.0
20160211:0309,0.0,0.0,12.64,7.96,0.0
20160211:0409,0.0,0.0,12.07,7.27,0.0
20160211:0509,0.0,0.0,11.49,6.59,0.0
20160211:0609,51.0,8.36,10.91,5.9,0.0
20160211:0709,273.01,18.55,11.89,5.55,0.0
20160211:0809,432.01,27.32,12.87,5.2,0.0
20160211:0909,554.01,33.95,13.85,4.84,0.0
20160211:1009,614.01,37.57,14.42,4.8,0.0
20160211:1109,612.01,37.54,14.98,4.75,0.0
20160211:1209,549.01,33.86,15.54,4.7,0.0
20160211:1309,437.01,27.19,15.69,5.09,0.0
20160211:1409,292.01,18.38,15.84,5.48,0.0
20160211:1509,65.0,8.17,15.98,5.86,0.0
20160211:1609,0.0,0.0,14.95,6.27,0.0
20160211:1709,0.0,0.0,13.91,6.67,0.0
20160211:1809,0.0,0.0,12.88,7.08,0.0
20160211:1909,0.0,0.0,12.55,7.1,0.0
20160211:2009,0.0,0.0,12.22,7.12,0.0
20160211:2109,0.0,0.0,11.89,7.14,0.0
20160211:2209,0.0,0.0,11.97,6.86,0.0
20160211:2309,0.0,0.0,12.06,6.57,0.0
20160212:0009,0.0,0.0,12.14,6.28,0.0
20160212:0109,0.0,0.0,12.19,6.62,0.0
20160212:0209,0.0,0.0,12.24,6.97,0.0
20160212:0309,0.0,0.0,12.29,7.31,0.0
20160212:0409,0.0,0.0,12.34,7.37,0.0
20160212:0509,0.0,0.0,12.38,7.42,0.0
20160212:0609,53.0,8.58,12.43,7.48,0.0
20160212:0709,106.0,18.79,13.3,7.5,0.0
20160212:0809,62.0,27.6,14.16,7.52,0.0
20160212:0909,89.0,34.26,15.03,7.54,0.0
20160212:1009,108.0,37.9,15.36,7.56,0.0
20160212:1109,278.0,37.87,15.69,7.57,0.0
20160212:1209,396.0,34.17,16.02,7.59,0.0
20160212:1309,300.0,27.47,16.09,7.88,0.0
20160212:1409,53.0,18.63,16.16,8.18,0.0
20160212:1509,56.0,8.4,16.23,8.48,0.0
20160212:1609,0.0,0.0,15.44,8.75,0.0
20160212:1709,0.0,0.0,14.64,9.02,0.0
20160212:1809,0.0,0.0,13.84,9.28,0.0
20160212:1909,0.0,0.0,13.61,9.26,0.0
20160212:2009,0.0,0.0,13.38,9.24,0.0
20160212:2109,0.0,0.0,13.15,9.21,0.0
20160212:2209,0.0,0.0,13.16,9.2,0.0
