time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20130406:0109,0.0,0.0,0.0,0.0,13.87,2.62,0.0
20130406:0209,0.0,0.0,0.0,0.0,13.59,1.79,0.0
20130406:0309,0.0,0.0,0.0,0.0,13.31,0.97,0.0
20130406:0409,0.0,0.0,0.0,0.46,14.0,0.95,1.0
20130406:0509,14.0,83.0,0.0,12.26,14.7,0.94,0.0
20130406:0609,85.0,184.0,0.0,24.01,15.39,0.92,0.0
20130406:0709,213.0,247.0,0.0,35.34,16.88,1.48,0.0
20130406:0809,357.0,273.0,0.0,45.66,18.37,2.04,0.0
20130406:0909,482.01,274.0,0.0,53.9,19.86,2.59,0.0
20130406:1009,74.0,423.0,0.0,58.26,19.99,3.19,0.0
20130406:1109,0.0,183.0,0.0,57.11,20.11,3.79,0.0
20130406:1209,1.0,255.0,0.0,50.93,20.23,4.39,0.0
20130406:1309,9.0,264.0,0.0,41.67,19.49,3.96,0.0
20130406:1409,1.0,157.0,0.0,30.85,18.75,3.54,0.0
20130406:1509,0.0,61.0,0.0,19.3,18.01,3.12,0.0
20130406:1609,0.0,23.0,0.0,7.49,17.87,2.91,0.0
20130406:1709,0.0,0.0,0.0,0.0,17.73,2.69,0.0
20130406:1809,0.0,0.0,0.0,0.0,17.59,2.48,0.0
20130406:1909,0.0,0.0,0.0,0.0,17.14,2.46,0.0
20130406:2009,0.0,0.0,0.0,0.0,16.69,2.43,0.0
20130406:2109,0.0,0.0,0.0,0.0,16.24,2.4,0.0
20130406:2209,0.0,0.0,0.0,0.0,16.23,2.46,0.0
20130406:2309,0.0,0.0,0.0,0.0,16.22,2.53,0.0
20130407:0009,0.0,0.0,0.0,0.0,16.21,2.59,0.0
20130407:0109,0.0,0.0,0.0,0.0,16.54,3.46,0.0
20130407:0209,0.0,0.0,0.0,0.0,16.86,4.33,0.0
20130407:0309,0.0,0.0,0.0,0.0,17.19,5.2,0.0
20130407:0409,0.0,0.0,0.0,0.75,17.61,5.85,1.0
20130407:0509,0.0,19.0,0.0,12.55,18.03,6.51,0.0
20130407:0609,142.0,169.0,0.0,24.3,18.45,7.16,0.0
20130407:0709,0.0,103.0,0.0,35.65,18.4,6.88,0.0
20130407:0809,2.0,243.0,0.0,46.0,18.35,6.61,0.0
20130407:0909,0.0,75.0,0.0,54.27,18.29,6.33,0.0
20130407:1009,213.0,422.0,0.0,58.65,18.06,5.86,0.0
20130407:1109,319.0,379.0,0.0,57.45,17.83,5.39,0.0
20130407:1209,294.0,346.0,0.0,51.21,17.6,4.92,0.0
20130407:1309,0.0,59.0,0.0,41.9,16.65,4.64,0.0
20130407:1409,0.0,135.0,0.0,31.04,15.69,4.35,0.0
20130407:1509,132.0,124.0,0.0,19.47,14.73,4.07,0.0
20130407:1609,33.0,46.0,0.0,7.66,14.75,5.01,0.0
20130407:1709,0.0,0.0,0.0,0.0,14.77,5.95,0.0
20130407:1809,0.0,0.0,0.0,0.0,14.79,6.9,0.0
20130407:1909,0.0,0.0,0.0,0.0,14.62,6.29,0.0
20130407:2009,0.0,0.0,0.0,0.0,14.44,5.68,0.0
20130407:2109,0.0,0.0,0.0,0.0,14.26,5.08,0.0
20130407:2209,0.0,0.0,0.0,0.0,14.37,4.51,0.0
20130407:2309,0.0,0.0,0.0,0.0,14.47,3.94,0.0
20130408:0009,0.0,0.0,0.0,0.0,14.58,3.37,0.0
20130408:0109,0.0,0.0,0.0,0.0,14.39,3.03,0.0
20130408:0209,0.0,0.0,0.0,0.0,14.19,2.7,0.0
20130408:0309,0.0,0.0,0.0,0.0,14.0,2.37,0.0
20130408:0409,0.0,0.0,0.0,1.04,14.3,3.99,1.0
20130408:0509,0.0,41.0,0.0,12.83,14.59,5.61,0.0
20130408:0609,0.0,108.0,0.0,24.6,14.89,7.23,0.0
20130408:0709,33.0,267.0,0.0,35.96,14.52,7.35,0.0
20130408:0809,29.0,329.0,0.0,46.33,14.15,7.48,0.0
20130408:0909,20.0,356.0,0.0,54.64,13.77,7.6,0.0
20130408:1009,0.0,235.0,0.0,59.03,13.88,6.49,0.0
20130408:1109,0.0,217.0,0.0,57.79,13.99,5.37,0.0
20130408:1209,0.0,135.0,0.0,51.48,14.09,4.26,0.0
20130408:1309,0.0,107.0,0.0,42.12,14.13,3.6,0.0
20130408:1409,0.0,43.0,0.0,31.23,14.16,2.95,0.0
20130408:1509,0.0,38.0,0.0,19.64,14.19,2.29,0.0
20130408:1609,0.0,30.0,0.0,7.83,14.05,2.71,0.0
20130408:1709,0.0,0.0,0.0,0.0,13.91,3.13,0.0
20130408:1809,0.0,0.0,0.0,0.0,13.77,3.54,0.0
20130408:1909,0.0,0.0,0.0,0.0,13.29,3.29,0.0
20130408:2009,0.0,0.0,0.0,0.0,12.8,3.04,0.0
20130408:2109,0.0,0.0,0.0,0.0,12.31,2.79,0.0
20130408:2209,0.0,0.0,0.0,0.0,12.14,2.31,0.0
20130408:2309,0.0,0.0,0.0,0.0,11.96,1.84,0.0
20130409:0009,0.0,0.0,0.0,0.0,11.79,1.37,0.0
20130409:0109,0.0,0.0,0.0,0.0,11.61,1.22,0.0
20130409:0209,0.0,0.0,0.0,0.0,11.44,1.08,0.0
20130409:0309,0.0,0.0,0.0,0.0,11.26,0.94,0.0
20130409:0409,0.0,0.0,0.0,1.33,11.89,0.78,1.0
20130409:0509,2.0,68.0,0.0,13.12,12.52,0.62,0.0
20130409:0609,143.0,175.0,0.0,24.88,13.15,0.46,0.0
20130409:0709,53.0,281.0,0.0,36.26,13.75,1.79,0.0
20130409:0809,444.0,234.0,0.0,46.67,14.35,3.12,0.0
20130409:0909,665.01,172.0,0.0,55.01,14.94,4.46,0.0
20130409:1009,711.01,177.0,0.0,59.41,15.41,4.26,0.0
20130409:1109,712.01,166.0,0.0,58.13,15.88,4.06,0.0
20130409:1209,312.0,342.0,0.0,51.75,16.34,3.86,0.0
20130409:1309,486.0,169.0,0.0,42.33,16.31,3.78,0.0
20130409:1409,324.0,151.0,0.0,31.41,16.27,3.71,0.0
20130409:1509,176.0,106.0,0.0,19.81,16.23,3.63,0.0
20130409:1609,41.0,47.0,0.0,8.0,15.88,3.14,0.0
20130409:1709,0.0,0.0,0.0,0.0,15.52,2.65,0.0
20130409:1809,0.0,0.0,0.0,0.0,15.17,2.17,0.0
20130409:1909,0.0,0.0,0.0,0.0,14.59,2.32,0.0
20130409:2009,0.0,0.0,0.0,0.0,14.01,2.48,0.0
20130409:2109,0.0,0.0,0.0,0.0,13.43,2.63,0.0
20130409:2209,0.0,0.0,0.0,0.0,13.42,2.6,0.0
20130409:2309,0.0,0.0,0.0,0.0,13.4,2.57,0.0
20130410:0009,0.0,0.0,0.0,0.0,13.39,2.54,0.0
20130410:0109,0.0,0.0,0.0,0.0,13.05,2.4,0.0
20130410:0209,0.0,0.0,0.0,0.0,12.71,2.27,0.0
20130410:0309,0.0,0.0,0.0,0.0,12.37,2.14,0.0
20130410:0409,0.0,0.0,0.0,1.62,12.77,1.89,1.0
20130410:0509,107.0,72.0,0.0,13.4,13.18,1.65,0.0
20130410:0609,274.0,111.0,0.0,25.17,13.58,1.41,0.0
20130410:0709,441.0,137.0,0.0,36.56,14.3,2.21,0.0
20130410:0809,567.01,164.0,0.0,46.99,15.02,3.02,0.0
20130410:0909,681.01,165.0,0.0,55.37,15.73,3.82,0.0
20130410:1009,586.01,256.0,0.0,59.78,16.28,3.97,0.0
20130410:1109,575.01,253.0,0.0,58.46,16.83,4.11,0.0
20130410:1209,583.01,198.0,0.0,52.02,17.37,4.26,0.0
20130410:1309,480.0,174.0,0.0,42.55,17.45,4.16,0.0
20130410:1409,366.0,128.0,0.0,31.6,17.53,4.05,0.0
20130410:1509,188.0,101.0,0.0,19.98,17.6,3.94,0.0
20130410:1609,20.0,53.0,0.0,8.17,17.15,3.3,0.0
20130410:1709,0.0,0.0,0.0,0.0,16.69,2.65,0.0
20130410:1809,0.0,0.0,0.0,0.0,16.23,2.0,0.0
20130410:1909,0.0,0.0,0.0,0.0,15.58,2.18,0.0
20130410:2009,0.0,0.0,0.0,0.0,14.93,2.37,0.0
20130410:2109,0.0,0.0,0.0,0.0,14.28,2.55,0.0
20130410:2209,0.0,0.0,0.0,0.0,14.01,2.42,0.0
20130410:2309,0.0,0.0,0.0,0.0,13.73,2.29,0.0
20130411:0009,0.0,0.0,0.0,0.0,13.46,2.17,0.0
20130411:0109,0.0,0.0,0.0,0.0,12.96,1.95,0.0
20130411:0209,0.0,0.0,0.0,0.0,12.46,1.73,0.0
20130411:0309,0.0,0.0,0.0,0.0,11.96,1.52,0.0
20130411:0409,0.0,0.0,0.0,1.9,12.2,1.22,1.0
20130411:0509,94.0,81.0,0.0,13.68,12.43,0.92,0.0
20130411:0609,273.0,115.0,0.0,25.45,12.67,0.62,0.0
20130411:0709,437.0,143.0,0.0,36.86,13.94,0.59,0.0
20130411:0809,593.01,151.0,0.0,47.32,15.21,0.56,0.0
20130411:0909,659.01,181.0,0.0,55.73,16.48,0.52,0.0
20130411:1009,601.01,249.0,0.0,60.16,16.95,1.33,0.0
20130411:1109,435.0,332.0,0.0,58.8,17.42,2.14,0.0
20130411:1209,373.0,317.0,0.0,52.29,17.88,2.95,0.0
20130411:1309,436.0,203.0,0.0,42.76,17.8,3.12,0.0
20130411:1409,297.0,170.0,0.0,31.78,17.72,3.29,0.0
20130411:1509,180.0,107.0,0.0,20.15,17.64,3.46,0.0
20130411:1609,37.0,51.0,0.0,8.34,17.14,3.09,0.0
20130411:1709,0.0,0.0,0.0,0.0,16.63,2.73,0.0
20130411:1809,0.0,0.0,0.0,0.0,16.12,2.36,0.0
20130411:1909,0.0,0.0,0.0,0.0,15.8,1.62,0.0
20130411:2009,0.0,0.0,0.0,0.0,15.48,0.89,0.0
20130411:2109,0.0,0.0,0.0,0.0,15.15,0.15,0.0
20130411:2209,0.0,0.0,0.0,0.0,15.04,0.31,0.0
20130411:2309,0.0,0.0,0.0,0.0,14.93,0.47,0.0
20130412:0009,0.0,0.0,0.0,0.0,14.82,0.63,0.0
20130412:0109,0.0,0.0,0.0,0.0,14.3,0.98,0.0
20130412:0209,0.0,0.0,0.0,0.0,13.78,1.33,0.0
20130412:0309,0.0,0.0,0.0,0.0,13.26,1.68,0.0
20130412:0409,0.0,0.0,0.0,2.18,13.66,1.39,1.0
20130412:0509,108.0,77.0,0.0,13.95,14.07,1.1,0.0
20130412:0609,277.0,115.0,0.0,25.73,14.47,0.81,0.0
20130412:0709,441.0,143.0,0.0,37.16,15.22,1.2,0.0
20130412:0809,564.01,172.0,0.0,47.64,15.98,1.58,0.0
20130412:0909,613.01,212.0,0.0,56.09,16.73,1.96,0.0
20130412:1009,544.01,284.0,0.0,60.53,16.94,2.4,0.0
20130412:1109,617.01,232.0,0.0,59.13,17.14,2.85,0.0
20130412:1209,685.01,138.0,0.0,52.55,17.34,3.3,0.0
20130412:1309,504.0,163.0,0.0,42.97,17.14,3.42,0.0
20130412:1409,357.0,137.0,0.0,31.96,16.94,3.54,0.0
20130412:1509,189.0,104.0,0.0,20.32,16.74,3.67,0.0
20130412:1609,44.0,51.0,0.0,8.5,16.19,3.06,0.0
20130412:1709,0.0,0.0,0.0,0.0,15.63,2.46,0.0
20130412:1809,0.0,0.0,0.0,0.0,15.07,1.85,0.0
20130412:1909,0.0,0.0,0.0,0.0,14.52,2.0,0.0
20130412:2009,0.0,0.0,0.0,0.0,13.96,2.14,0.0
20130412:2109,0.0,0.0,0.0,0.0,13.4,2.29,0.0
20130412:2209,0.0,0.0,0.0,0.0,13.34,1.92,0.0
20130412:2309,0.0,0.0,0.0,0.0,13.27,1.55,0.0
20130413:0009,0.0,0.0,0.0,0.0,13.21,1.19,0.0
20130413:0109,0.0,0.0,0.0,0.0,12.9,1.28,0.0
20130413:0209,0.0,0.0,0.0,0.0,12.58,1.38,0.0
20130413:0309,0.0,0.0,0.0,0.0,12.27,1.48,0.0
20130413:0409,0.0,0.0,0.0,2.46,13.04,1.47,1.0
20130413:0509,118.0,75.0,0.0,14.23,13.8,1.46,0.0
20130413:0609,286.0,113.0,0.0,26.01,14.57,1.45,0.0
20130413:0709,453.0,139.0,0.0,37.45,15.8,2.06,0.0
20130413:0809,590.01,158.0,0.0,47.96,17.03,2.67,0.0
20130413:0909,705.01,157.0,0.0,56.44,18.25,3.28,0.0
20130413:1009,738.01,169.0,0.0,60.9,18.92,3.5,0.0
20130413:1109,724.01,167.0,0.0,59.46,19.59,3.72,0.0
20130413:1209,638.01,170.0,0.0,52.81,20.26,3.94,0.0
20130413:1309,546.0,139.0,0.0,43.18,20.31,3.83,0.0
20130413:1409,359.0,138.0,0.0,32.14,20.36,3.71,0.0
20130413:1509,195.0,103.0,0.0,20.49,20.4,3.59,0.0
20130413:1609,38.0,54.0,0.0,8.67,19.76,2.98,0.0
20130413:1709,0.0,0.0,0.0,0.0,19.11,2.38,0.0
20130413:1809,0.0,0.0,0.0,0.0,18.47,1.78,0.0
20130413:1909,0.0,0.0,0.0,0.0,17.71,1.94,0.0
20130413:2009,0.0,0.0,0.0,0.0,16.94,2.11,0.0
20130413:2109,0.0,0.0,0.0,0.0,16.17,2.28,0.0
20130413:2209,0.0,0.0,0.0,0.0,15.99,2.39,0.0
20130413:2309,0.0,0.0,0.0,0.0,15.81,2.5,0.0
20130414:0009,0.0,0.0,0.0,0.0,15.63,2.61,0.0
20130414:0109,0.0,0.0,0.0,0.0,15.18,2.64,0.0
20130414:0209,0.0,0.0,0.0,0.0,14.72,2.68,0.0
20130414:0309,0.0,0.0,0.0,0.0,14.27,2.72,0.0
20130414:0409,0.0,5.0,0.0,2.73,14.73,2.82,0.0
20130414:0509,0.0,62.0,0.0,14.5,15.2,2.92,0.0
20130414:0609,7.0,166.0,0.0,26.29,15.66,3.02,0.0
20130414:0709,432.0,154.0,0.0,37.74,16.68,3.35,0.0
20130414:0809,594.01,158.0,0.0,48.28,17.7,3.68,0.0
20130414:0909,695.01,166.0,0.0,56.79,18.71,4.01,0.0
20130414:1009,597.01,257.0,0.0,61.26,18.67,4.96,0.0
20130414:1109,250.0,416.0,0.0,59.78,18.63,5.91,0.0
20130414:1209,238.0,379.0,0.0,53.07,18.59,6.86,0.0
20130414:1309,8.0,268.0,0.0,43.39,18.16,6.34,0.0
20130414:1409,23.0,233.0,0.0,32.32,17.72,5.82,0.0
20130414:1509,229.0,84.0,0.0,20.65,17.28,5.3,0.0
20130414:1609,0.0,9.0,0.0,8.84,16.55,5.11,0.0
20130414:1709,0.0,0.0,0.0,0.0,15.81,4.93,0.0
20130414:1809,0.0,0.0,0.0,0.0,15.07,4.74,0.0
20130414:1909,0.0,0.0,0.0,0.0,14.79,4.14,0.0
20130414:2009,0.0,0.0,0.0,0.0,14.51,3.53,0.0
20130414:2109,0.0,0.0,0.0,0.0,14.23,2.92,0.0
20130414:2209,0.0,0.0,0.0,0.0,14.13,3.6,0.0
20130414:2309,0.0,0.0,0.0,0.0,14.02,4.28,0.0
20130415:0009,0.0,0.0,0.0,0.0,13.92,4.95,0.0
20130415:0109,0.0,0.0,0.0,0.0,13.66,4.89,0.0
20130415:0209,0.0,0.0,0.0,0.0,13.4,4.82,0.0
20130415:0309,0.0,0.0,0.0,0.0,13.14,4.76,0.0
20130415:0409,0.0,4.0,0.0,3.0,13.67,4.82,0.0
20130415:0509,0.0,64.0,0.0,14.76,14.2,4.89,0.0
20130415:0609,119.0,198.0,0.0,26.56,14.73,4.95,0.0
20130415:0709,72.0,297.0,0.0,38.02,14.39,5.48,0.0
20130415:0809,586.01,166.0,0.0,48.59,14.05,6.01,0.0
20130415:0909,0.0,125.0,0.0,57.14,13.71,6.54,0.0
20130415:1009,431.0,350.0,0.0,61.63,14.09,6.77,0.0
20130415:1109,130.0,440.0,0.0,60.1,14.46,7.0,0.0
20130415:1209,336.0,341.0,0.0,53.32,14.83,7.23,0.0
20130415:1309,501.0,171.0,0.0,43.6,14.44,7.3,0.0
20130415:1409,344.0,150.0,0.0,32.5,14.05,7.37,0.0
20130415:1509,192.0,108.0,0.0,20.82,13.66,7.43,0.0
20130415:1609,46.0,54.0,0.0,9.0,13.44,6.85,0.0
20130415:1709,0.0,0.0,0.0,0.0,13.22,6.27,0.0
20130415:1809,0.0,0.0,0.0,0.0,13.0,5.68,0.0
20130415:1909,0.0,0.0,0.0,0.0,12.67,5.44,0.0
20130415:2009,0.0,0.0,0.0,0.0,12.34,5.2,0.0
20130415:2109,0.0,0.0,0.0,0.0,12.0,4.97,0.0
20130415:2209,0.0,0.0,0.0,0.0,11.97,5.35,0.0
20130415:2309,0.0,0.0,0.0,0.0,11.93,5.74,0.0
20130416:0009,0.0,0.0,0.0,0.0,11.89,6.12,0.0
20130416:0109,0.0,0.0,0.0,0.0,11.85,5.55,0.0
20130416:0209,0.0,0.0,0.0,0.0,11.82,4.97,0.0
20130416:0309,0.0,0.0,0.0,0.0,11.78,4.4,0.0
20130416:0409,0.0,10.0,0.0,3.27,12.47,4.4,0.0
20130416:0509,122.0,81.0,0.0,15.03,13.15,4.41,0.0
20130416:0609,293.0,118.0,0.0,26.82,13.84,4.41,0.0
20130416:0709,474.0,134.0,0.0,38.3,14.32,5.29,0.0
20130416:0809,568.0,179.0,0.0,48.89,14.8,6.16,0.0
20130416:0909,407.0,336.0,0.0,57.48,15.27,7.03,0.0
20130416:1009,32.0,404.0,0.0,61.99,15.57,7.24,0.0
20130416:1109,112.0,440.0,0.0,60.42,15.87,7.45,0.0
20130416:1209,372.0,326.0,0.0,53.58,16.17,7.66,0.0
20130416:1309,126.0,340.0,0.0,43.8,15.81,7.4,0.0
20130416:1409,0.0,112.0,0.0,32.67,15.44,7.14,0.0
20130416:1509,159.0,126.0,0.0,20.98,15.07,6.88,0.0
20130416:1609,37.0,59.0,0.0,9.17,14.62,6.46,0.0
20130416:1709,0.0,0.0,0.0,0.0,14.16,6.03,0.0
20130416:1809,0.0,0.0,0.0,0.0,13.71,5.6,0.0
20130416:1909,0.0,0.0,0.0,0.0,13.43,5.16,0.0
20130416:2009,0.0,0.0,0.0,0.0,13.14,4.73,0.0
20130416:2109,0.0,0.0,0.0,0.0,12.85,4.29,0.0
20130416:2209,0.0,0.0,0.0,0.0,12.78,4.32,0.0
20130416:2309,0.0,0.0,0.0,0.0,12.7,4.34,0.0
20130417:0009,0.0,0.0,0.0,0.0,12.63,4.37,0.0
20130417:0109,0.0,0.0,0.0,0.0,12.52,4.33,0.0
20130417:0209,0.0,0.0,0.0,0.0,12.41,4.28,0.0
20130417:0309,0.0,0.0,0.0,0.0,12.3,4.23,0.0
20130417:0409,0.0,18.0,0.0,3.54,13.05,5.29,0.0
20130417:0509,39.0,112.0,0.0,15.29,13.81,6.34,0.0
20130417:0609,122.0,202.0,0.0,27.09,14.56,7.39,0.0
20130417:0709,116.0,302.0,0.0,38.58,14.69,8.06,0.0
20130417:0809,85.0,375.0,0.0,49.2,14.83,8.73,0.0
20130417:0909,522.0,277.0,0.0,57.82,14.96,9.39,0.0
20130417:1009,695.01,204.0,0.0,62.35,15.15,9.23,0.0
20130417:1109,735.01,168.0,0.0,60.74,15.34,9.07,0.0
20130417:1209,661.01,162.0,0.0,53.82,15.53,8.91,0.0
20130417:1309,536.0,152.0,0.0,44.0,15.56,8.5,0.0
20130417:1409,383.0,130.0,0.0,32.84,15.59,8.09,0.0
20130417:1509,204.0,104.0,0.0,21.15,15.61,7.68,0.0
20130417:1609,52.0,55.0,0.0,9.33,15.26,6.63,0.0
20130417:1709,0.0,0.0,0.0,0.0,14.9,5.57,0.0
20130417:1809,0.0,0.0,0.0,0.0,14.54,4.51,0.0
20130417:1909,0.0,0.0,0.0,0.0,14.08,4.35,0.0
20130417:2009,0.0,0.0,0.0,0.0,13.61,4.19,0.0
20130417:2109,0.0,0.0,0.0,0.0,13.14,4.03,0.0
20130417:2209,0.0,0.0,0.0,0.0,12.93,4.27,0.0
20130417:2309,0.0,0.0,0.0,0.0,12.72,4.51,0.0
20130418:0009,0.0,0.0,0.0,0.0,12.51,4.74,0.0
20130418:0109,0.0,0.0,0.0,0.0,12.11,5.07,0.0
20130418:0209,0.0,0.0,0.0,0.0,11.71,5.4,0.0
20130418:0309,0.0,0.0,0.0,0.0,11.31,5.72,0.0
20130418:0409,0.0,20.0,0.0,3.8,12.04,6.16,0.0
20130418:0509,114.0,91.0,0.0,15.55,12.78,6.59,0.0
20130418:0609,295.0,122.0,0.0,27.35,13.51,7.02,0.0
20130418:0709,473.0,140.0,0.0,38.85,13.75,7.39,0.0
20130418:0809,620.01,151.0,0.0,49.5,14.0,7.77,0.0
20130418:0909,722.01,157.0,0.0,58.16,14.24,8.14,0.0
20130418:1009,754.01,168.0,0.0,62.7,14.41,8.22,0.0
20130418:1109,752.01,159.0,0.0,61.05,14.58,8.3,0.0
20130418:1209,651.01,171.0,0.0,54.07,14.74,8.39,0.0
20130418:1309,398.0,235.0,0.0,44.2,14.5,7.86,0.0
20130418:1409,385.0,131.0,0.0,33.02,14.26,7.34,0.0
20130418:1509,206.0,105.0,0.0,21.31,14.02,6.81,0.0
20130418:1609,67.0,49.0,0.0,9.5,13.75,6.06,0.0
20130418:1709,0.0,0.0,0.0,0.0,13.47,5.3,0.0
20130418:1809,0.0,0.0,0.0,0.0,13.2,4.54,0.0
20130418:1909,0.0,0.0,0.0,0.0,12.9,4.12,0.0
20130418:2009,0.0,0.0,0.0,0.0,12.6,3.71,0.0
20130418:2109,0.0,0.0,0.0,0.0,12.29,3.3,0.0
20130418:2209,0.0,0.0,0.0,0.0,12.29,3.62,0.0
20130418:2309,0.0,0.0,0.0,0.0,12.28,3.94,0.0
20130419:0009,0.0,0.0,0.0,0.0,12.27,4.26,0.0
20130419:0109,0.0,0.0,0.0,0.0,11.99,3.86,0.0
20130419:0209,0.0,0.0,0.0,0.0,11.71,3.46,0.0
20130419:0309,0.0,0.0,0.0,0.0,11.43,3.06,0.0
20130419:0409,0.0,22.0,0.0,4.06,12.19,3.41,0.0
20130419:0509,124.0,89.0,0.0,15.8,12.95,3.75,0.0
20130419:0609,293.0,126.0,0.0,27.6,13.71,4.1,0.0
20130419:0709,433.0,167.0,0.0,39.12,13.84,4.8,0.0
20130419:0809,453.0,254.0,0.0,49.79,13.97,5.5,0.0
20130419:0909,0.0,105.0,0.0,58.49,14.1,6.21,0.0
20130419:1009,0.0,83.0,0.0,63.05,14.14,6.08,0.0
20130419:1109,621.01,242.0,0.0,61.36,14.18,5.95,0.0
20130419:1209,57.0,392.0,0.0,54.31,14.22,5.82,0.0
20130419:1309,181.0,332.0,0.0,44.39,13.96,5.94,0.0
20130419:1409,276.0,194.0,0.0,33.19,13.7,6.07,0.0
20130419:1509,129.0,145.0,0.0,21.47,13.43,6.19,0.0
20130419:1609,50.0,59.0,0.0,9.66,13.31,5.18,0.0
20130419:1709,0.0,0.0,0.0,0.0,13.18,4.16,0.0
20130419:1809,0.0,0.0,0.0,0.0,13.06,3.14,0.0
20130419:1909,0.0,0.0,0.0,0.0,12.72,3.02,0.0
20130419:2009,0.0,0.0,0.0,0.0,12.38,2.9,0.0
20130419:2109,0.0,0.0,0.0,0.0,12.03,2.77,0.0
20130419:2209,0.0,0.0,0.0,0.0,12.0,2.93,0.0
20130419:2309,0.0,0.0,0.0,0.0,11.96,3.09,0.0
20130420:0009,0.0,0.0,0.0,0.0,11.92,3.24,0.0
20130420:0109,0.0,0.0,0.0,0.0,11.59,3.15,0.0
20130420:0209,0.0,0.0,0.0,0.0,11.27,3.07,0.0
20130420:0309,0.0,0.0,0.0,0.0,10.94,2.98,0.0
20130420:0409,0.0,24.0,0.0,4.31,11.87,3.5,0.0
20130420:0509,113.0,96.0,0.0,16.05,12.8,4.02,0.0
20130420:0609,179.0,187.0,0.0,27.85,13.73,4.54,0.0
20130420:0709,19.0,271.0,0.0,39.39,13.99,4.88,0.0
20130420:0809,6.0,295.0,0.0,50.08,14.26,5.23,0.0
20130420:0909,153.0,431.0,0.0,58.82,14.52,5.57,0.0
20130420:1009,574.0,282.0,0.0,63.4,14.7,5.84,0.0
20130420:1109,504.0,311.0,0.0,61.67,14.88,6.11,0.0
20130420:1209,69.0,399.0,0.0,54.56,15.06,6.39,0.0
20130420:1309,322.0,277.0,0.0,44.59,14.96,5.8,0.0
20130420:1409,308.0,179.0,0.0,33.36,14.86,5.21,0.0
20130420:1509,199.0,112.0,0.0,21.63,14.76,4.62,0.0
20130420:1609,56.0,58.0,0.0,9.82,14.59,3.89,0.0
20130420:1709,0.0,0.0,0.0,0.0,14.41,3.17,0.0
20130420:1809,0.0,0.0,0.0,0.0,14.24,2.44,0.0
20130420:1909,0.0,0.0,0.0,0.0,14.09,2.51,0.0
20130420:2009,0.0,0.0,0.0,0.0,13.94,2.58,0.0
20130420:2109,0.0,0.0,0.0,0.0,13.78,2.65,0.0
20130420:2209,0.0,0.0,0.0,0.0,13.59,2.71,0.0
20130420:2309,0.0,0.0,0.0,0.0,13.4,2.77,0.0
20130421:0009,0.0,0.0,0.0,0.0,13.21,2.83,0.0
20130421:0109,0.0,0.0,0.0,0.0,12.82,2.92,0.0
20130421:0209,0.0,0.0,0.0,0.0,12.43,3.02,0.0
20130421:0309,0.0,0.0,0.0,0.0,12.04,3.12,0.0
20130421:0409,0.0,25.0,0.0,4.56,13.06,3.21,0.0
20130421:0509,138.0,87.0,0.0,16.29,14.08,3.3,0.0
20130421:0609,311.0,121.0,0.0,28.1,15.1,3.39,0.0
20130421:0709,466.0,152.0,0.0,39.65,15.72,3.5,0.0
20130421:0809,272.0,346.0,0.0,50.37,16.34,3.6,0.0
20130421:0909,206.0,424.0,0.0,59.14,16.96,3.71,0.0
20130421:1009,24.0,399.0,0.0,63.75,17.11,3.3,0.0
20130421:1109,49.0,421.0,0.0,61.97,17.25,2.88,0.0
20130421:1209,211.0,396.0,0.0,54.79,17.39,2.47,0.0
20130421:1309,62.0,339.0,0.0,44.78,17.31,2.08,0.0
20130421:1409,378.0,140.0,0.0,33.52,17.23,1.7,0.0
20130421:1509,44.0,165.0,0.0,21.79,17.14,1.31,0.0
20130421:1609,54.0,60.0,0.0,9.98,17.03,1.49,0.0
20130421:1709,0.0,0.0,0.0,0.0,16.91,1.68,0.0
20130421:1809,0.0,0.0,0.0,0.0,16.79,1.86,0.0
20130421:1909,0.0,0.0,0.0,0.0,16.15,1.76,0.0
20130421:2009,0.0,0.0,0.0,0.0,15.51,1.66,0.0
20130421:2109,0.0,0.0,0.0,0.0,14.86,1.56,0.0
20130421:2209,0.0,0.0,0.0,0.0,14.59,2.08,0.0
20130421:2309,0.0,0.0,0.0,0.0,14.32,2.6,0.0
20130422:0009,0.0,0.0,0.0,0.0,14.05,3.12,0.0
20130422:0109,0.0,0.0,0.0,0.0,13.54,3.02,0.0
20130422:0209,0.0,0.0,0.0,0.0,13.02,2.91,0.0
20130422:0309,0.0,0.0,0.0,0.0,12.51,2.81,0.0
20130422:0409,0.0,26.0,0.0,4.81,13.39,2.99,0.0
20130422:0509,111.0,102.0,0.0,16.54,14.26,3.17,0.0
20130422:0609,270.0,147.0,0.0,28.35,15.14,3.35,0.0
20130422:0709,369.0,211.0,0.0,39.9,15.77,2.97,0.0
20130422:0809,564.0,195.0,0.0,50.65,16.4,2.58,0.0
20130422:0909,721.01,166.0,0.0,59.46,17.02,2.19,0.0
20130422:1009,765.01,169.0,0.0,64.09,17.2,2.49,0.0
20130422:1109,627.01,243.0,0.0,62.27,17.38,2.79,0.0
20130422:1209,685.01,156.0,0.0,55.03,17.55,3.09,0.0
20130422:1309,612.0,112.0,0.0,44.97,17.52,3.31,0.0
20130422:1409,410.0,122.0,0.0,33.69,17.49,3.52,0.0
