time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20130117:1309,193.01,117.0,0.0,20.91,13.88,8.68,0.0
20130117:1409,6.0,84.0,0.0,12.57,13.55,8.82,0.0
20130117:1509,0.0,5.0,0.0,2.8,13.22,8.95,0.0
20130117:1609,0.0,0.0,0.0,0.0,12.89,9.09,0.0
20130117:1709,0.0,0.0,0.0,0.0,12.56,9.24,0.0
20130117:1809,0.0,0.0,0.0,0.0,12.24,9.38,0.0
20130117:1909,0.0,0.0,0.0,0.0,11.98,9.33,0.0
20130117:2009,0.0,0.0,0.0,0.0,11.73,9.29,0.0
20130117:2109,0.0,0.0,0.0,0.0,11.47,9.24,0.0
20130117:2209,0.0,0.0,0.0,0.0,11.62,9.46,0.0
20130117:2309,0.0,0.0,0.0,0.0,11.77,9.67,0.0
20130118:0009,0.0,0.0,0.0,0.0,11.92,9.89,0.0
20130118:0109,0.0,0.0,0.0,0.0,11.76,10.15,0.0
20130118:0209,0.0,0.0,0.0,0.0,11.6,10.4,0.0
20130118:0309,0.0,0.0,0.0,0.0,11.45,10.66,0.0
20130118:0409,0.0,0.0,0.0,0.0,11.59,10.91,0.0
20130118:0509,0.0,0.0,0.0,0.0,11.74,11.16,0.0
20130118:0609,0.0,10.0,0.0,4.66,11.89,11.41,0.0
20130118:0709,0.0,67.0,0.0,14.24,12.36,10.74,0.0
20130118:0809,0.0,84.0,0.0,22.3,12.82,10.07,0.0
20130118:0909,0.0,56.0,0.0,28.18,13.29,9.41,0.0
20130118:1009,0.0,159.0,0.0,31.21,12.9,8.62,0.0
20130118:1109,0.0,47.0,0.0,30.94,12.5,7.83,0.0
20130118:1209,0.0,43.0,0.0,27.4,12.11,7.03,0.0
20130118:1309,77.0,167.0,0.0,21.12,11.59,6.59,0.0
20130118:1409,0.0,30.0,0.0,12.78,11.06,6.14,0.0
20130118:1509,12.0,11.72,0.0,2.99,10.54,5.7,0.0
20130118:1609,0.0,0.0,0.0,0.0,10.08,5.82,0.0
20130118:1709,0.0,0.0,0.0,0.0,9.62,5.94,0.0
20130118:1809,0.0,0.0,0.0,0.0,9.16,6.07,0.0
20130118:1909,0.0,0.0,0.0,0.0,9.13,6.29,0.0
20130118:2009,0.0,0.0,0.0,0.0,9.1,6.51,0.0
20130118:2109,0.0,0.0,0.0,0.0,9.07,6.73,0.0
20130118:2209,0.0,0.0,0.0,0.0,9.08,6.58,0.0
20130118:2309,0.0,0.0,0.0,0.0,9.08,6.44,0.0
20130119:0009,0.0,0.0,0.0,0.0,9.09,6.29,0.0
20130119:0109,0.0,0.0,0.0,0.0,8.96,6.06,0.0
20130119:0209,0.0,0.0,0.0,0.0,8.84,5.83,0.0
20130119:0309,0.0,0.0,0.0,0.0,8.72,5.6,0.0
20130119:0409,0.0,0.0,0.0,0.0,8.68,5.71,0.0
20130119:0509,0.0,0.0,0.0,0.0,8.64,5.83,0.0
20130119:0609,0.0,25.0,0.0,4.75,8.61,5.94,0.0
20130119:0709,14.0,105.0,0.0,14.36,9.44,6.03,0.0
20130119:0809,298.01,75.0,0.0,22.44,10.28,6.11,0.0
20130119:0909,395.01,86.0,0.0,28.35,11.11,6.19,0.0
20130119:1009,399.01,119.0,0.0,31.41,11.78,6.18,0.0
20130119:1109,410.01,109.0,0.0,31.15,12.45,6.17,0.0
20130119:1209,360.01,98.0,0.0,27.62,13.12,6.17,0.0
20130119:1309,262.01,82.0,0.0,21.33,12.83,5.14,0.0
20130119:1409,130.01,60.0,0.0,12.98,12.53,4.12,0.0
20130119:1509,0.0,2.0,0.0,3.19,12.24,3.1,0.0
20130119:1609,0.0,0.0,0.0,0.0,11.46,3.03,0.0
20130119:1709,0.0,0.0,0.0,0.0,10.68,2.95,0.0
20130119:1809,0.0,0.0,0.0,0.0,9.9,2.87,0.0
20130119:1909,0.0,0.0,0.0,0.0,9.61,2.87,0.0
20130119:2009,0.0,0.0,0.0,0.0,9.33,2.88,0.0
20130119:2109,0.0,0.0,0.0,0.0,9.05,2.88,0.0
20130119:2209,0.0,0.0,0.0,0.0,9.19,2.96,0.0
20130119:2309,0.0,0.0,0.0,0.0,9.33,3.03,0.0
20130120:0009,0.0,0.0,0.0,0.0,9.48,3.1,0.0
20130120:0109,0.0,0.0,0.0,0.0,9.65,2.93,0.0
20130120:0209,0.0,0.0,0.0,0.0,9.82,2.76,0.0
20130120:0309,0.0,0.0,0.0,0.0,9.99,2.59,0.0
20130120:0409,0.0,0.0,0.0,0.0,10.05,2.52,0.0
20130120:0509,0.0,0.0,0.0,0.0,10.12,2.46,0.0
20130120:0609,0.0,5.0,0.0,4.84,10.19,2.39,0.0
20130120:0709,0.0,67.0,0.0,14.48,11.85,2.46,0.0
20130120:0809,161.01,153.0,0.0,22.59,13.52,2.54,0.0
20130120:0909,362.01,109.0,0.0,28.53,15.18,2.62,0.0
20130120:1009,459.01,83.0,0.0,31.61,15.88,3.18,0.0
20130120:1109,382.01,129.0,0.0,31.37,16.57,3.73,0.0
20130120:1209,370.01,95.0,0.0,27.85,17.27,4.29,0.0
20130120:1309,286.01,70.0,0.0,21.55,16.73,4.43,0.0
20130120:1409,56.0,95.0,0.0,13.19,16.2,4.57,0.0
20130120:1509,1.0,15.81,0.0,3.38,15.66,4.7,0.0
20130120:1609,0.0,0.0,0.0,0.0,14.64,4.98,0.0
20130120:1709,0.0,0.0,0.0,0.0,13.62,5.26,0.0
20130120:1809,0.0,0.0,0.0,0.0,12.6,5.54,0.0
20130120:1909,0.0,0.0,0.0,0.0,12.23,5.11,0.0
20130120:2009,0.0,0.0,0.0,0.0,11.87,4.67,0.0
20130120:2109,0.0,0.0,0.0,0.0,11.51,4.23,0.0
20130120:2209,0.0,0.0,0.0,0.0,11.68,3.71,0.0
20130120:2309,0.0,0.0,0.0,0.0,11.85,3.19,0.0
20130121:0009,0.0,0.0,0.0,0.0,12.02,2.66,0.0
20130121:0109,0.0,0.0,0.0,0.0,11.72,2.67,0.0
20130121:0209,0.0,0.0,0.0,0.0,11.42,2.68,0.0
20130121:0309,0.0,0.0,0.0,0.0,11.13,2.69,0.0
20130121:0409,0.0,0.0,0.0,0.0,11.25,2.8,0.0
20130121:0509,0.0,0.0,0.0,0.0,11.37,2.91,0.0
20130121:0609,0.0,23.6,0.0,4.94,11.49,3.02,1.0
20130121:0709,2.0,86.0,0.0,14.6,12.97,3.83,0.0
20130121:0809,0.0,33.0,0.0,22.74,14.44,4.64,0.0
20130121:0909,255.31,142.35,0.0,28.71,15.92,5.45,1.0
20130121:1009,0.0,171.0,0.0,31.82,16.25,6.07,0.0
20130121:1109,0.0,158.0,0.0,31.6,16.57,6.69,0.0
20130121:1209,403.01,76.0,0.0,28.08,16.9,7.31,0.0
20130121:1309,179.01,134.0,0.0,21.78,16.38,7.12,0.0
20130121:1409,60.0,96.0,0.0,13.4,15.87,6.92,0.0
20130121:1509,16.0,13.91,0.0,3.58,15.35,6.73,0.0
20130121:1609,0.0,0.0,0.0,0.0,14.53,6.3,0.0
20130121:1709,0.0,0.0,0.0,0.0,13.72,5.87,0.0
20130121:1809,0.0,0.0,0.0,0.0,12.91,5.43,0.0
20130121:1909,0.0,0.0,0.0,0.0,12.38,5.27,0.0
20130121:2009,0.0,0.0,0.0,0.0,11.85,5.1,0.0
20130121:2109,0.0,0.0,0.0,0.0,11.32,4.94,0.0
20130121:2209,0.0,0.0,0.0,0.0,11.33,4.48,0.0
20130121:2309,0.0,0.0,0.0,0.0,11.33,4.03,0.0
20130122:0009,0.0,0.0,0.0,0.0,11.34,3.57,0.0
20130122:0109,0.0,0.0,0.0,0.0,11.06,3.62,0.0
20130122:0209,0.0,0.0,0.0,0.0,10.78,3.66,0.0
20130122:0309,0.0,0.0,0.0,0.0,10.5,3.71,0.0
20130122:0409,0.0,0.0,0.0,0.0,10.41,3.19,0.0
20130122:0509,0.0,0.0,0.0,0.0,10.33,2.67,0.0
20130122:0609,0.0,28.0,0.0,5.05,10.25,2.15,0.0
20130122:0709,54.0,112.0,0.0,14.73,11.52,2.88,0.0
20130122:0809,7.0,155.0,0.0,22.9,12.79,3.61,0.0
20130122:0909,108.0,234.0,0.0,28.91,14.06,4.34,0.0
20130122:1009,119.0,260.0,0.0,32.04,14.27,4.62,0.0
20130122:1109,323.01,169.0,0.0,31.83,14.48,4.9,0.0
20130122:1209,392.01,86.0,0.0,28.31,14.69,5.17,0.0
20130122:1309,102.0,169.0,0.0,22.0,14.33,4.56,0.0
20130122:1409,58.0,99.0,0.0,13.62,13.97,3.95,0.0
20130122:1509,4.0,19.14,0.0,3.78,13.61,3.34,0.0
20130122:1609,0.0,0.0,0.0,0.0,13.08,3.4,0.0
20130122:1709,0.0,0.0,0.0,0.0,12.55,3.47,0.0
20130122:1809,0.0,0.0,0.0,0.0,12.03,3.53,0.0
20130122:1909,0.0,0.0,0.0,0.0,11.84,3.65,0.0
20130122:2009,0.0,0.0,0.0,0.0,11.66,3.76,0.0
20130122:2109,0.0,0.0,0.0,0.0,11.48,3.88,0.0
20130122:2209,0.0,0.0,0.0,0.0,11.43,3.67,0.0
20130122:2309,0.0,0.0,0.0,0.0,11.38,3.46,0.0
20130123:0009,0.0,0.0,0.0,0.0,11.33,3.26,0.0
20130123:0109,0.0,0.0,0.0,0.0,10.85,3.33,0.0
20130123:0209,0.0,0.0,0.0,0.0,10.38,3.4,0.0
20130123:0309,0.0,0.0,0.0,0.0,9.91,3.48,0.0
20130123:0409,0.0,0.0,0.0,0.0,9.69,3.28,0.0
20130123:0509,0.0,0.0,0.0,0.0,9.48,3.09,0.0
20130123:0609,0.0,24.0,0.0,5.16,9.27,2.9,0.0
20130123:0709,151.01,71.0,0.0,14.87,10.59,3.62,0.0
20130123:0809,303.01,79.0,0.0,23.07,11.91,4.35,0.0
20130123:0909,356.01,119.0,0.0,29.1,13.23,5.08,0.0
20130123:1009,343.01,162.0,0.0,32.27,13.71,4.69,0.0
20130123:1109,516.01,50.0,0.0,32.07,14.19,4.3,0.0
20130123:1209,447.01,52.0,0.0,28.55,14.67,3.92,0.0
20130123:1309,209.01,123.0,0.0,22.23,14.32,3.05,0.0
20130123:1409,41.0,105.0,0.0,13.83,13.98,2.19,0.0
20130123:1509,5.0,20.88,0.0,3.99,13.63,1.32,0.0
20130123:1609,0.0,0.0,0.0,0.0,12.78,1.65,0.0
20130123:1709,0.0,0.0,0.0,0.0,11.93,1.98,0.0
20130123:1809,0.0,0.0,0.0,0.0,11.09,2.3,0.0
20130123:1909,0.0,0.0,0.0,0.0,10.74,2.29,0.0
20130123:2009,0.0,0.0,0.0,0.0,10.39,2.29,0.0
20130123:2109,0.0,0.0,0.0,0.0,10.04,2.28,0.0
20130123:2209,0.0,0.0,0.0,0.0,10.18,2.21,0.0
20130123:2309,0.0,0.0,0.0,0.0,10.31,2.14,0.0
20130124:0009,0.0,0.0,0.0,0.0,10.45,2.07,0.0
20130124:0109,0.0,0.0,0.0,0.0,10.29,2.77,0.0
20130124:0209,0.0,0.0,0.0,0.0,10.13,3.47,0.0
20130124:0309,0.0,0.0,0.0,0.0,9.98,4.17,0.0
20130124:0409,0.0,0.0,0.0,0.0,10.57,5.27,0.0
20130124:0509,0.0,0.0,0.0,0.0,11.16,6.37,0.0
20130124:0609,0.0,11.0,0.0,5.28,11.75,7.48,0.0
20130124:0709,113.0,92.0,0.0,15.01,12.69,7.72,0.0
20130124:0809,0.0,66.0,0.0,23.24,13.63,7.96,0.0
20130124:0909,0.0,94.0,0.0,29.31,14.57,8.21,0.0
20130124:1009,219.01,229.0,0.0,32.5,14.8,8.52,0.0
20130124:1109,282.01,196.0,0.0,32.31,15.03,8.83,0.0
20130124:1209,17.0,215.0,0.0,28.8,15.26,9.14,0.0
20130124:1309,0.0,32.0,0.0,22.47,14.55,9.27,0.0
20130124:1409,0.0,58.0,0.0,14.06,13.83,9.4,0.0
20130124:1509,0.0,6.0,0.0,4.2,13.12,9.53,0.0
20130124:1609,0.0,0.0,0.0,0.0,12.02,7.31,0.0
20130124:1709,0.0,0.0,0.0,0.0,10.93,5.1,0.0
20130124:1809,0.0,0.0,0.0,0.0,9.84,2.88,0.0
20130124:1909,0.0,0.0,0.0,0.0,9.54,3.82,0.0
20130124:2009,0.0,0.0,0.0,0.0,9.24,4.75,0.0
20130124:2109,0.0,0.0,0.0,0.0,8.94,5.68,0.0
20130124:2209,0.0,0.0,0.0,0.0,9.1,5.2,0.0
20130124:2309,0.0,0.0,0.0,0.0,9.25,4.71,0.0
20130125:0009,0.0,0.0,0.0,0.0,9.41,4.22,0.0
20130125:0109,0.0,0.0,0.0,0.0,9.27,4.08,0.0
20130125:0209,0.0,0.0,0.0,0.0,9.14,3.94,0.0
20130125:0309,0.0,0.0,0.0,0.0,9.01,3.79,0.0
20130125:0409,0.0,0.0,0.0,0.0,8.76,3.46,0.0
20130125:0509,0.0,0.0,0.0,0.0,8.51,3.12,0.0
20130125:0609,0.0,30.0,0.0,5.4,8.27,2.79,0.0
20130125:0709,3.0,94.0,0.0,15.16,9.66,3.53,0.0
20130125:0809,145.0,169.0,0.0,23.42,11.05,4.27,0.0
20130125:0909,314.01,148.0,0.0,29.52,12.44,5.01,0.0
20130125:1009,110.0,268.0,0.0,32.73,12.52,6.19,0.0
20130125:1109,0.0,115.0,0.0,32.56,12.6,7.37,0.0
20130125:1209,0.0,82.0,0.0,29.04,12.68,8.55,0.0
20130125:1309,5.0,146.0,0.0,22.71,12.43,9.37,0.0
20130125:1409,0.0,25.0,0.0,14.28,12.17,10.18,0.0
20130125:1509,0.0,9.0,0.0,4.41,11.92,10.99,0.0
20130125:1609,0.0,0.0,0.0,0.0,11.1,9.98,0.0
20130125:1709,0.0,0.0,0.0,0.0,10.29,8.97,0.0
20130125:1809,0.0,0.0,0.0,0.0,9.48,7.96,0.0
20130125:1909,0.0,0.0,0.0,0.0,9.15,7.3,0.0
20130125:2009,0.0,0.0,0.0,0.0,8.82,6.63,0.0
20130125:2109,0.0,0.0,0.0,0.0,8.49,5.97,0.0
20130125:2209,0.0,0.0,0.0,0.0,8.62,6.04,0.0
20130125:2309,0.0,0.0,0.0,0.0,8.75,6.11,0.0
20130126:0009,0.0,0.0,0.0,0.0,8.89,6.18,0.0
20130126:0109,0.0,0.0,0.0,0.0,8.55,5.68,0.0
20130126:0209,0.0,0.0,0.0,0.0,8.21,5.19,0.0
20130126:0309,0.0,0.0,0.0,0.0,7.88,4.69,0.0
20130126:0409,0.0,0.0,0.0,0.0,7.98,4.26,0.0
20130126:0509,0.0,0.0,0.0,0.0,8.09,3.83,0.0
20130126:0609,0.0,35.0,0.0,5.53,8.2,3.39,0.0
20130126:0709,64.0,115.0,0.0,15.32,9.35,3.59,0.0
20130126:0809,170.01,159.0,0.0,23.6,10.5,3.78,0.0
20130126:0909,26.0,230.0,0.0,29.73,11.65,3.97,0.0
20130126:1009,49.0,268.0,0.0,32.97,11.87,3.32,0.0
20130126:1109,29.0,255.0,0.0,32.82,12.08,2.67,0.0
20130126:1209,0.0,140.0,0.0,29.3,12.3,2.01,0.0
20130126:1309,0.0,98.0,0.0,22.95,12.07,2.58,0.0
20130126:1409,2.0,86.0,0.0,14.5,11.83,3.15,0.0
20130126:1509,2.0,23.58,0.0,4.62,11.6,3.72,0.0
20130126:1609,0.0,0.0,0.0,0.0,10.85,3.92,0.0
20130126:1709,0.0,0.0,0.0,0.0,10.11,4.12,0.0
20130126:1809,0.0,0.0,0.0,0.0,9.37,4.32,0.0
20130126:1909,0.0,0.0,0.0,0.0,9.0,4.53,0.0
20130126:2009,0.0,0.0,0.0,0.0,8.63,4.75,0.0
20130126:2109,0.0,0.0,0.0,0.0,8.26,4.97,0.0
20130126:2209,0.0,0.0,0.0,0.0,8.07,5.16,0.0
20130126:2309,0.0,0.0,0.0,0.0,7.88,5.36,0.0
20130127:0009,0.0,0.0,0.0,0.0,7.7,5.56,0.0
20130127:0109,0.0,0.0,0.0,0.0,7.59,5.11,0.0
20130127:0209,0.0,0.0,0.0,0.0,7.48,4.66,0.0
20130127:0309,0.0,0.0,0.0,0.0,7.37,4.21,0.0
20130127:0409,0.0,0.0,0.0,0.0,7.28,3.76,0.0
20130127:0509,0.0,0.0,0.0,0.0,7.19,3.31,0.0
20130127:0609,0.0,34.0,0.0,5.67,7.11,2.86,0.0
20130127:0709,37.0,121.0,0.0,15.48,7.96,3.51,0.0
20130127:0809,11.0,170.0,0.0,23.79,8.8,4.17,0.0
20130127:0909,4.0,191.0,0.0,29.95,9.65,4.83,0.0
20130127:1009,0.0,154.0,0.0,33.22,9.75,4.16,0.0
20130127:1109,0.0,168.0,0.0,33.08,9.86,3.49,0.0
20130127:1209,5.0,193.0,0.0,29.56,9.96,2.81,0.0
20130127:1309,0.0,34.0,0.0,23.19,9.83,3.93,0.0
20130127:1409,25.0,111.0,0.0,14.73,9.71,5.05,0.0
20130127:1509,0.0,16.0,0.0,4.83,9.58,6.17,0.0
20130127:1609,0.0,0.0,0.0,0.0,9.11,5.82,0.0
20130127:1709,0.0,0.0,0.0,0.0,8.64,5.47,0.0
20130127:1809,0.0,0.0,0.0,0.0,8.18,5.12,0.0
20130127:1909,0.0,0.0,0.0,0.0,7.92,4.75,0.0
20130127:2009,0.0,0.0,0.0,0.0,7.66,4.39,0.0
20130127:2109,0.0,0.0,0.0,0.0,7.4,4.03,0.0
20130127:2209,0.0,0.0,0.0,0.0,7.35,3.97,0.0
20130127:2309,0.0,0.0,0.0,0.0,7.3,3.91,0.0
20130128:0009,0.0,0.0,0.0,0.0,7.26,3.85,0.0
20130128:0109,0.0,0.0,0.0,0.0,7.22,3.44,0.0
20130128:0209,0.0,0.0,0.0,0.0,7.18,3.03,0.0
20130128:0309,0.0,0.0,0.0,0.0,7.15,2.62,0.0
20130128:0409,0.0,0.0,0.0,0.0,7.26,2.63,0.0
20130128:0509,0.0,0.0,0.0,0.0,7.37,2.64,0.0
20130128:0609,0.0,29.0,0.0,5.81,7.48,2.65,0.0
20130128:0709,147.01,82.0,0.0,15.64,8.29,1.92,0.0
20130128:0809,91.0,192.0,0.0,23.99,9.1,1.19,0.0
20130128:0909,0.0,161.0,0.0,30.18,9.91,0.46,0.0
20130128:1009,1.0,182.0,0.0,33.47,10.37,1.53,0.0
20130128:1109,418.01,129.0,0.0,33.34,10.82,2.6,0.0
20130128:1209,365.01,120.0,0.0,29.82,11.28,3.67,0.0
20130128:1309,279.01,97.0,0.0,23.44,11.4,3.31,0.0
20130128:1409,50.0,114.0,0.0,14.96,11.51,2.95,0.0
20130128:1509,13.0,26.85,0.0,5.04,11.63,2.59,0.0
20130128:1609,0.0,0.0,0.0,0.0,10.91,2.57,0.0
20130128:1709,0.0,0.0,0.0,0.0,10.19,2.54,0.0
20130128:1809,0.0,0.0,0.0,0.0,9.48,2.51,0.0
20130128:1909,0.0,0.0,0.0,0.0,9.22,2.53,0.0
20130128:2009,0.0,0.0,0.0,0.0,8.96,2.56,0.0
20130128:2109,0.0,0.0,0.0,0.0,8.7,2.58,0.0
20130128:2209,0.0,0.0,0.0,0.0,8.79,2.55,0.0
20130128:2309,0.0,0.0,0.0,0.0,8.87,2.52,0.0
20130129:0009,0.0,0.0,0.0,0.0,8.96,2.5,0.0
20130129:0109,0.0,0.0,0.0,0.0,8.53,2.56,0.0
20130129:0209,0.0,0.0,0.0,0.0,8.11,2.63,0.0
20130129:0309,0.0,0.0,0.0,0.0,7.69,2.69,0.0
20130129:0409,0.0,0.0,0.0,0.0,7.63,2.77,0.0
20130129:0509,0.0,0.0,0.0,0.0,7.57,2.85,0.0
20130129:0609,0.0,28.0,0.0,5.96,7.51,2.92,0.0
20130129:0709,0.0,73.0,0.0,15.82,8.48,3.72,0.0
20130129:0809,5.0,156.0,0.0,24.19,9.46,4.51,0.0
20130129:0909,7.0,205.0,0.0,30.42,10.43,5.31,0.0
20130129:1009,6.0,218.0,0.0,33.73,10.56,5.39,0.0
20130129:1109,8.0,228.0,0.0,33.62,10.68,5.48,0.0
20130129:1209,3.0,185.0,0.0,30.08,10.81,5.56,0.0
20130129:1309,2.0,138.0,0.0,23.69,10.42,5.4,0.0
20130129:1409,22.0,114.0,0.0,15.2,10.04,5.24,0.0
20130129:1509,1.0,24.81,0.0,5.26,9.65,5.08,0.0
20130129:1609,0.0,0.0,0.0,0.0,9.06,4.51,0.0
20130129:1709,0.0,0.0,0.0,0.0,8.47,3.94,0.0
20130129:1809,0.0,0.0,0.0,0.0,7.88,3.38,0.0
20130129:1909,0.0,0.0,0.0,0.0,7.47,3.08,0.0
20130129:2009,0.0,0.0,0.0,0.0,7.06,2.77,0.0
20130129:2109,0.0,0.0,0.0,0.0,6.65,2.47,0.0
20130129:2209,0.0,0.0,0.0,0.0,6.48,2.7,0.0
20130129:2309,0.0,0.0,0.0,0.0,6.31,2.94,0.0
20130130:0009,0.0,0.0,0.0,0.0,6.14,3.17,0.0
20130130:0109,0.0,0.0,0.0,0.0,6.16,3.23,0.0
20130130:0209,0.0,0.0,0.0,0.0,6.18,3.29,0.0
20130130:0309,0.0,0.0,0.0,0.0,6.2,3.35,0.0
20130130:0409,0.0,0.0,0.0,0.0,5.95,3.21,0.0
20130130:0509,0.0,0.0,0.0,0.0,5.7,3.08,0.0
20130130:0609,0.0,32.0,0.0,6.11,5.45,2.94,0.0
20130130:0709,180.01,67.0,0.0,15.99,7.13,2.58,0.0
20130130:0809,325.01,81.0,0.0,24.4,8.82,2.22,0.0
20130130:0909,474.01,60.0,0.0,30.66,10.5,1.86,0.0
20130130:1009,471.01,103.0,0.0,34.0,11.47,1.9,0.0
20130130:1109,469.01,102.0,0.0,33.89,12.44,1.94,0.0
20130130:1209,388.01,112.0,0.0,30.35,13.41,1.99,0.0
20130130:1309,340.01,64.0,0.0,23.95,13.36,1.44,0.0
20130130:1409,101.0,101.0,0.0,15.43,13.31,0.9,0.0
20130130:1509,0.0,24.0,0.0,5.48,13.26,0.36,0.0
20130130:1609,0.0,0.0,0.0,0.0,12.46,0.78,0.0
20130130:1709,0.0,0.0,0.0,0.0,11.66,1.2,0.0
20130130:1809,0.0,0.0,0.0,0.0,10.87,1.61,0.0
20130130:1909,0.0,0.0,0.0,0.0,10.45,2.04,0.0
20130130:2009,0.0,0.0,0.0,0.0,10.03,2.46,0.0
20130130:2109,0.0,0.0,0.0,0.0,9.61,2.88,0.0
20130130:2209,0.0,0.0,0.0,0.0,9.5,2.94,0.0
20130130:2309,0.0,0.0,0.0,0.0,9.38,2.99,0.0
20130131:0009,0.0,0.0,0.0,0.0,9.27,3.05,0.0
20130131:0109,0.0,0.0,0.0,0.0,9.0,2.69,0.0
20130131:0209,0.0,0.0,0.0,0.0,8.73,2.32,0.0
20130131:0309,0.0,0.0,0.0,0.0,8.47,1.96,0.0
20130131:0409,0.0,0.0,0.0,0.0,8.1,1.59,0.0
20130131:0509,0.0,0.0,0.0,0.0,7.73,1.22,0.0
20130131:0609,0.0,30.0,0.0,6.27,7.37,0.86,0.0
20130131:0709,204.01,54.0,0.0,16.18,9.16,1.31,0.0
20130131:0809,328.01,81.0,0.0,24.62,10.94,1.77,0.0
20130131:0909,461.01,72.0,0.0,30.9,12.73,2.23,0.0
20130131:1009,423.01,136.0,0.0,34.27,13.73,2.69,0.0
20130131:1109,491.01,91.0,0.0,34.17,14.74,3.14,0.0
20130131:1209,407.01,103.0,0.0,30.63,15.74,3.59,0.0
20130131:1309,0.0,111.0,0.0,24.21,15.46,3.01,0.0
20130131:1409,110.0,100.0,0.0,15.67,15.19,2.43,0.0
20130131:1509,14.0,31.49,0.0,5.7,14.91,1.85,0.0
20130131:1609,0.0,0.0,0.0,0.0,13.97,2.43,0.0
20130131:1709,0.0,0.0,0.0,0.0,13.04,3.01,0.0
20130131:1809,0.0,0.0,0.0,0.0,12.11,3.59,0.0
20130131:1909,0.0,0.0,0.0,0.0,11.3,4.79,0.0
20130131:2009,0.0,0.0,0.0,0.0,10.5,5.99,0.0
20130131:2109,0.0,0.0,0.0,0.0,9.69,7.19,0.0
20130131:2209,0.0,0.0,0.0,0.0,9.31,6.2,0.0
20130131:2309,0.0,0.0,0.0,0.0,8.93,5.21,0.0
20130201:0009,0.0,0.0,0.0,0.0,8.55,4.22,0.0
20130201:0109,0.0,0.0,0.0,0.0,8.32,4.0,0.0
20130201:0209,0.0,0.0,0.0,0.0,8.09,3.79,0.0
20130201:0309,0.0,0.0,0.0,0.0,7.86,3.57,0.0
20130201:0409,0.0,0.0,0.0,0.0,7.97,2.75,0.0
20130201:0509,0.0,0.0,0.0,0.0,8.08,1.94,0.0
20130201:0609,0.0,40.0,0.0,6.43,8.19,1.12,0.0
20130201:0709,162.01,82.0,0.0,16.37,9.53,1.23,0.0
20130201:0809,306.01,98.0,0.0,24.84,10.88,1.34,0.0
20130201:0909,387.01,123.0,0.0,31.15,12.22,1.45,0.0
20130201:1009,352.01,181.0,0.0,34.54,12.87,2.54,0.0
20130201:1109,463.01,113.0,0.0,34.46,13.52,3.64,0.0
20130201:1209,398.01,112.0,0.0,30.91,14.16,4.73,0.0
20130201:1309,272.01,113.0,0.0,24.47,14.35,4.28,0.0
20130201:1409,140.01,87.0,0.0,15.91,14.54,3.83,0.0
20130201:1509,10.0,37.0,0.0,5.92,14.72,3.38,0.0
20130201:1609,0.0,0.0,0.0,0.0,13.44,3.22,0.0
20130201:1709,0.0,0.0,0.0,0.0,12.15,3.07,0.0
20130201:1809,0.0,0.0,0.0,0.0,10.87,2.91,0.0
20130201:1909,0.0,0.0,0.0,0.0,10.48,2.91,0.0
20130201:2009,0.0,0.0,0.0,0.0,10.09,2.92,0.0
20130201:2109,0.0,0.0,0.0,0.0,9.69,2.92,0.0
20130201:2209,0.0,0.0,0.0,0.0,9.61,3.04,0.0
20130201:2309,0.0,0.0,0.0,0.0,9.53,3.15,0.0
20130202:0009,0.0,0.0,0.0,0.0,9.45,3.27,0.0
20130202:0109,0.0,0.0,0.0,0.0,9.46,3.14,0.0
20130202:0209,0.0,0.0,0.0,0.0,9.48,3.02,0.0
20130202:0309,0.0,0.0,0.0,0.0,9.49,2.9,0.0
20130202:0409,0.0,0.0,0.0,0.0,9.51,2.81,0.0
20130202:0509,0.0,0.0,0.0,0.0,9.52,2.73,0.0
20130202:0609,0.0,43.0,0.0,6.6,9.54,2.65,0.0
20130202:0709,5.0,108.0,0.0,16.56,11.17,2.99,0.0
20130202:0809,26.0,194.0,0.0,25.06,12.8,3.34,0.0
20130202:0909,348.01,149.0,0.0,31.41,14.43,3.68,0.0
20130202:1009,371.01,173.0,0.0,34.82,15.04,3.89,0.0
20130202:1109,425.01,140.0,0.0,34.75,15.65,4.1,0.0
20130202:1209,402.01,113.0,0.0,31.19,16.25,4.3,0.0
20130202:1309,124.0,188.0,0.0,24.73,16.23,4.6,0.0
20130202:1409,151.01,84.0,0.0,16.15,16.21,4.9,0.0
20130202:1509,14.0,38.0,0.0,6.14,16.18,5.2,0.0
20130202:1609,0.0,0.0,0.0,0.0,15.03,5.67,0.0
20130202:1709,0.0,0.0,0.0,0.0,13.87,6.15,0.0
20130202:1809,0.0,0.0,0.0,0.0,12.71,6.62,0.0
20130202:1909,0.0,0.0,0.0,0.0,12.38,7.38,0.0
20130202:2009,0.0,0.0,0.0,0.0,12.04,8.14,0.0
20130202:2109,0.0,0.0,0.0,0.0,11.7,8.9,0.0
20130202:2209,0.0,0.0,0.0,0.0,11.82,9.53,0.0
20130202:2309,0.0,0.0,0.0,0.0,11.94,10.17,0.0
20130203:0009,0.0,0.0,0.0,0.0,12.06,10.8,0.0
20130203:0109,0.0,0.0,0.0,0.0,11.86,10.69,0.0
20130203:0209,0.0,0.0,0.0,0.0,11.66,10.59,0.0
