Date/Time,T_out,Cooling Power,Heating Power,avg_T_in,Power
 09/09  04:50:00,27.4838373898422,0.041239924433125276,0.0,25.184333620433932,0.04833121439105861
 09/09  05:00:00,27.4737015143195,0.04102404454627667,0.0,25.183011069550066,0.04811533450421
 09/09  05:10:00,27.4635656387968,0.04406536416567333,0.0,25.183484166142197,0.05787373745694
 09/09  05:20:00,27.4534297632742,0.043975150084906385,0.0,25.183117922433098,0.057783523376173054
 09/09  05:30:00,27.4432938877515,0.04386630671541055,0.0,25.18263451903613,0.05767468000667722
 09/09  05:40:00,27.4331580122288,0.04375307755859028,0.0,25.1821091478084,0.05756145084985695
 09/09  05:50:00,27.4230221367061,0.043635983697042226,0.0,25.1815742919204,0.057444356988308895
 09/09  06:00:00,27.4128862611834,0.0435150692041525,0.0,25.181028040830267,0.057323442495419166
 09/09  06:10:00,27.4027503856608,0.15136497124512333,0.0,25.198566838661733,0.31979225090943997
 09/09  06:20:00,27.3926145101381,0.15365708903924194,0.0,25.206924928973866,0.3220843687035586
 09/09  06:30:00,27.3824786346154,0.15564693820783554,0.0,25.214673527553632,0.3240742178721522
 09/09  06:40:00,27.3723427590927,0.15734114272543387,0.0,25.22206406206207,0.32576842238975057
 09/09  06:50:00,27.36220688357,0.15877028435501,0.0,25.229727027284166,0.32719756401932665
 09/09  07:00:00,27.3520710080473,0.16006164528899527,0.0,25.237781452519936,0.32848892495331194
 09/09  07:10:00,27.3419351325247,0.16497852875529945,0.0,25.246580650661297,0.3384893189219661
 09/09  07:20:00,27.331799257002,0.16624097845685082,0.0,25.255603922638333,0.33975176862351747
 09/09  07:30:00,27.3216633814793,0.16752280132592778,0.0,25.2649825344813,0.34103359149259443
 09/09  07:40:00,27.3115275059566,0.16889788562981972,0.0,25.274973002471597,0.3424086757964864
 09/09  07:50:00,27.3013916304339,0.17028857992722082,0.0,25.28507004501593,0.3437993700938875
 09/09  08:00:00,27.2912557549112,0.17173315211567972,0.0,25.295519112524403,0.34524394228234634
 09/09  08:10:00,27.2811198793886,0.16712064124110804,0.0,25.305610958704666,0.33554792090542473
 09/09  08:20:00,27.2709840038659,0.16860351464988085,0.0,25.316378271951532,0.3370307943141975
 09/09  08:30:00,27.2608481283432,0.17010942101329585,0.0,25.327447762295236,0.33853670067761255
 09/09  08:40:00,27.2507122528205,0.17165581674854277,0.0,25.338791622108165,0.34008309641285944
 09/09  08:50:00,27.2405763772978,0.1732606377113675,0.0,25.35035741249837,0.34168791737568416
 09/09  09:00:00,27.2304405017751,0.17493086245878695,0.0,25.3621852444238,0.3433581421231036
 09/09  09:10:00,27.2203046262525,0.06282007678132973,0.0,25.35593101161163,0.06991136673926306
 09/09  09:20:00,27.2101687507298,0.06257569274211222,0.0,25.360002434945667,0.06966698270004555
 09/09  09:30:00,27.2000328752071,0.06294448270113862,0.0,25.3651536839118,0.07003577265907195
 09/09  09:40:00,27.1898969996844,0.06349327794883722,0.0,25.371094509599363,0.07058456790677055
 09/09  09:50:00,27.1797611241617,0.06415318089653972,0.0,25.377314891847302,0.07124447085447305
 09/09  10:00:00,27.1696252486391,0.06492105938992444,0.0,25.383994503124033,0.07201234934785777
 09/09  10:10:00,27.1594893731164,0.06576520819846,0.0,25.390888605380933,0.07285649815639333
 09/09  10:20:00,27.1493534975937,0.06668274758108556,0.0,25.398093760488166,0.07377403753901889
 09/09  10:30:00,27.139217622071,0.067650931669145,0.0,25.405435276875334,0.07474222162707833
 09/09  10:40:00,27.1290817465483,0.06866361854936,0.0,25.4129483330764,0.07575490850729333
 09/09  10:50:00,27.1189458710256,0.0697093727008514,0.0,25.420528105047065,0.07680066265878473
 09/09  11:00:00,27.108809995503,0.070787294379575,0.0,25.428215143933368,0.07787858433750833
 09/09  11:10:00,27.0986741199803,0.07188215005319583,0.0,25.4359035755113,0.07897344001112916
 09/09  11:20:00,27.0885382444576,0.07297148593096195,0.0,25.44351399532053,0.08006277588889528
 09/09  11:30:00,27.0784023689349,0.07408668531700555,0.0,25.451164299425333,0.08117797527493888
 09/09  11:40:00,27.0682664934122,0.07516856064286667,0.0,25.458610886831334,0.0822598506008
